ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*,SUFF3_PFMF,SUFF3_FamSize,SUFF3_Freq_HAL,SUFF3_length,SUFF3_P,SUFF3_P*
17005,mysteriousness,NN,4,"0,1,3",{(myst)>ory>}>ious>>ness>,"90,90909091",12,27412,"77,74647887",356,725186,3,"2,62E-05","0,002935269581","61,2012987",617,450833,4,"7,10E-05","0,004943611926","41,06280193",1243,181553,4,"0,0005838515475","0,01637571451"
17076,narcissistically,RB,4,"0,1,3",{(narciss)>ist>}>ic>>ly>,100,4,336,"82,21258134",462,382916,3,"6,27E-05","0,003707708945","77,59131293",1014,1472797,2,"2,78E-05","0,006334002781","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
17159,modernistically,NN|VB,4,"0,1,3",{(modern)}>ist>>ic>>ally>,100,9,37191,"95,66160521",462,382916,3,"6,27E-05","0,003707708945","94,37314906",1014,1472797,2,"2,78E-05","0,006334002781",60,6,10,4,"0,1","0,0001544878727"
17383,moralistically,RB,4,"0,1,3",{(morale)}>ist>>ic>>ly>,"85,71428571",8,10040,"85,46637744",462,382916,3,"6,27E-05","0,003707708945","80,55281343",1014,1472797,2,"2,78E-05","0,006334002781","65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
17533,militaristically,NN|VB,4,"0,1,3",{(militar)>ist>}>ic>>ally>,100,10,853,"92,62472885",462,382916,3,"6,27E-05","0,003707708945","90,91806515",1014,1472797,2,"2,78E-05","0,006334002781",40,6,10,4,"0,1","0,0001544878727"
17971,melodiously,RB,4,"0,1,3",{(melod)>y>}>ious>>ly>,80,6,4959,"52,35412475",2486,3870233,1,"4,99E-05","0,02981615943","60,22727273",617,450833,4,"7,10E-05","0,004943611926","57,16258198",2898,3857999,2,"4,48E-05","0,02672640198"
17972,melodiousness,NN,4,"0,1,3",{(melod)>y>}>ious>>ness>,100,6,4959,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","82,95454545",617,450833,4,"7,10E-05","0,004943611926","73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
17990,memorializes,VB,4,"0,1,3",{(memor)>y>}>al>>ize>,90,11,135328,"35,05030181",2486,3870233,1,"4,99E-05","0,02981615943","64,54545455",1431,4704731,2,"9,14E-06","0,006642978526","56,17715618",430,443161,3,"0,0001489300728","0,0101961996"
17991,memorializing,VB|NN|JJ,4,"0,1,3",{(memor)>y>}>al>>ize>,90,11,135328,"35,05030181",2486,3870233,1,"4,99E-05","0,02981615943","64,54545455",1431,4704731,2,"9,14E-06","0,006642978526","56,17715618",430,443161,3,"0,0001489300728","0,0101961996"
18179,metrication,NN,4,"0,1,3",{(meter)>ic>}>ate>>ion>,"63,15789474",58,68090,"55,38005923",1014,1472797,2,"2,78E-05","0,006334002781","68,05555556",937,2569118,3,"2,65E-05","0,01050517534","69,46182728",1599,6530204,3,"9,03E-06","0,009114784489"
18180,metrications,NN,4,"0,1,3",{(meter)>ic>}>ate>>ion>,"63,15789474",58,68090,"55,38005923",1014,1472797,2,"2,78E-05","0,006334002781","68,05555556",937,2569118,3,"2,65E-05","0,01050517534","69,46182728",1599,6530204,3,"9,03E-06","0,009114784489"
18504,materialistically,RB,4,"0,1,3",{(material)}>ist>>ic>>ly>,100,9,90063,"82,21258134",462,382916,3,"6,27E-05","0,003707708945","77,59131293",1014,1472797,2,"2,78E-05","0,006334002781","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
18659,mechanistically,RB,4,"0,1,3",{(mechan)>ist>}>ic>>ly>,100,11,44812,"79,82646421",462,382916,3,"6,27E-05","0,003707708945","75,12339585",1014,1472797,2,"2,78E-05","0,006334002781","55,91991716",2898,3857999,2,"4,48E-05","0,02672640198"
18660,mechanizations,NN,4,"0,1,3",{(mechan)>ize>}>ate>>ion>,90,11,44812,"73,42657343",430,443161,3,"0,0001489300728","0,0101961996","82,05128205",937,2569118,3,"2,65E-05","0,01050517534","84,29286608",1599,6530204,3,"9,03E-06","0,009114784489"
19172,longitudinally,RB,4,"0,1,3",{(long)>itude>}>al>>ly>,"60,52631579",39,364660,"41,93548387",32,16660,5,"0,0001200480192","0,0003089757454","66,78321678",1431,4704731,2,"9,14E-06","0,006642978526","39,48912668",2898,3857999,2,"4,48E-05","0,02672640198"
19537,lexically,RB,4,"0,1,3",{(lexic)>ic>>al>}>ly>,"85,71428571",8,4458,"66,63376111",1014,1472797,2,"2,78E-05","0,006334002781","73,14685315",1431,4704731,2,"9,14E-06","0,006642978526","46,18570935",2898,3857999,2,"4,48E-05","0,02672640198"
19571,liberalization,NN,4,"0,1,3",{(liber)>al>}>ize>>ion>,"53,84615385",14,72562,"41,88811189",1431,4704731,2,"9,14E-06","0,006642978526","29,13752914",430,443161,3,"0,0001489300728","0,0101961996","47,49687109",1599,6530204,3,"9,03E-06","0,009114784489"
19761,liquidator,NN,4,"0,1,3",{(liqu)>id>}>ate>>or>,50,9,12069,"42,10526316",20,16039,2,"6,23E-05","0,0001544878727","52,67094017",937,2569118,3,"2,65E-05","0,01050517534","55,55555556",289,937614,2,"9,60E-06","0,001390390854"
19762,liquidators,NN,4,"0,1,3",{(liqu)>id>}>ate>>or>,50,9,12069,"42,10526316",20,16039,2,"6,23E-05","0,0001544878727","52,67094017",937,2569118,3,"2,65E-05","0,01050517534","55,55555556",289,937614,2,"9,60E-06","0,001390390854"
19764,liquidizer,NN,4,"0,1,3",{(liqu)>id>}>ize>>er>,100,9,12069,"89,47368421",20,16039,2,"6,23E-05","0,0001544878727","88,57808858",430,443161,3,"0,0001489300728","0,0101961996","79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
19765,liquidizers,NN,4,"0,1,3",{(liqu)>id>}>ize>>er>,100,9,12069,"89,47368421",20,16039,2,"6,23E-05","0,0001544878727","88,57808858",430,443161,3,"0,0001489300728","0,0101961996","79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
20137,lecherously,RB,4,"0,1,3",{(lech)>er>}>ious>>ly>,80,6,401,"70,91948966",2274,4569119,2,"3,55E-05","0,02502703538","70,45454545",617,450833,4,"7,10E-05","0,004943611926","65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
20138,lecherousness,NN,4,"0,1,3",{(lech)>er>}>ious>>ness>,100,6,401,"74,30708315",2274,4569119,2,"3,55E-05","0,02502703538","74,83766234",617,450833,4,"7,10E-05","0,004943611926","59,09822866",1243,181553,4,"0,0005838515475","0,01637571451"
21444,journalistic,JJ,4,"0,1,3",{(journ)>al>}>ist>>ic>,"33,33333333",10,48357,"35,38461538",1431,4704731,2,"9,14E-06","0,006642978526","21,25813449",462,382916,3,"6,27E-05","0,003707708945","24,97532083",1014,1472797,2,"2,78E-05","0,006334002781"
21829,ISOLATIONISTIC,JJ,4,"0,1,3",{(isolate)}>ion>>ist>>ic>,100,5,15117,"91,42678348",1599,6530204,3,"9,03E-06","0,009114784489","86,3340564",462,382916,3,"6,27E-05","0,003707708945","81,93484699",1014,1472797,2,"2,78E-05","0,006334002781"
21977,inferentially,RB,4,"0,1,3",{(infer)}>ance>>al>>ly>,100,4,4965,"86,64596273",323,977837,4,"7,16E-06","0,001081415109","87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
22088,injuriously,RB,4,"0,1,3",{(injure)}>y>>ious>>ly>,100,5,21213,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","76,78571429",617,450833,4,"7,10E-05","0,004943611926","73,86952019",2898,3857999,2,"4,48E-05","0,02672640198"
22857,hysterically,RB,4,"0,1,3",{(hyster)>ic>}>al>>ly>,50,5,3999,"25,86377098",1014,1472797,2,"2,78E-05","0,006334002781","36,57342657",1431,4704731,2,"9,14E-06","0,006642978526","16,84501208",2898,3857999,2,"4,48E-05","0,02672640198"
22904,idealistically,RB,4,"0,1,3",{(ideal)}>ist>>ic>>ly>,100,8,27058,"80,91106291",462,382916,3,"6,27E-05","0,003707708945","76,011846",1014,1472797,2,"2,78E-05","0,006334002781","57,16258198",2898,3857999,2,"4,48E-05","0,02672640198"
23013,imitatively,RB,4,"0,1,3",{(imit)>ate>}>ive>>ly>,100,9,4119,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","94,99136442",580,1037354,3,"1,74E-05","0,002780781709","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
23014,imitativeness,NN,4,"0,1,3",{(imit)>ate>}>ive>>ness>,"87,5",9,4119,"94,65811966",937,2569118,3,"2,65E-05","0,01050517534","92,74611399",580,1037354,3,"1,74E-05","0,002780781709","73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
23648,heretically,RB,4,"0,1,3",{(heres)>ic>}>al>>ly>,100,4,5942,"83,51431392",1014,1472797,2,"2,78E-05","0,006334002781","88,32167832",1431,4704731,2,"9,14E-06","0,006642978526","68,65723162",2898,3857999,2,"4,48E-05","0,02672640198"
24040,harmoniousness,NN,4,"0,1,3",{(harmon)>y>}>ious>>ness>,80,16,12033,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
24043,harmonizations,NN,4,"0,1,3",{(harmon)>ize>}>ate>>ion>,"66,66666667",16,12033,"78,32167832",430,443161,3,"0,0001489300728","0,0101961996","85,68376068",937,2569118,3,"2,65E-05","0,01050517534","87,922403",1599,6530204,3,"9,03E-06","0,009114784489"
25563,futuristically,RB,4,"0,1,3",{(future)}>ist>>ic>>ly>,"83,33333333",7,95757,"87,20173536",462,382916,3,"6,27E-05","0,003707708945","83,51431392",1014,1472797,2,"2,78E-05","0,006334002781","68,65723162",2898,3857999,2,"4,48E-05","0,02672640198"
25969,fractionally,RB,4,"0,1,3",{(fract)>ion>}>al>>ly>,"68,75",17,11653,"73,84230288",1599,6530204,3,"9,03E-06","0,009114784489","68,18181818",1431,4704731,2,"9,14E-06","0,006642978526","40,83534691",2898,3857999,2,"4,48E-05","0,02672640198"
26379,fluoridation,NN,4,"0,1,3",{(fluor)>ide>}>ate>>ion>,20,11,4155,"30,76923077",14,5740,3,0,0,"41,02564103",937,2569118,3,"2,65E-05","0,01050517534","44,05506884",1599,6530204,3,"9,03E-06","0,009114784489"
26381,fluoridization,NN,4,"0,1,3",{(fluor)>ide>}>ize>>ion>,90,11,4155,"92,30769231",14,5740,3,0,0,"95,33799534",430,443161,3,"0,0001489300728","0,0101961996","97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
26701,fictionalized,JJ|VB,4,"0,1,3",{(fict)>ion>}>al>>ize>,"57,14285714",8,23437,"63,26658323",1599,6530204,3,"9,03E-06","0,009114784489","57,06293706",1431,4704731,2,"9,14E-06","0,006642978526","44,52214452",430,443161,3,"0,0001489300728","0,0101961996"
26702,fictionalizes,VB,4,"0,1,3",{(fict)>ion>}>al>>ize>,"57,14285714",8,23437,"63,26658323",1599,6530204,3,"9,03E-06","0,009114784489","57,06293706",1431,4704731,2,"9,14E-06","0,006642978526","44,52214452",430,443161,3,"0,0001489300728","0,0101961996"
26707,fictionalizing,VB,4,"0,1,3",{(fict)>ion>}>al>>ize>,"57,14285714",8,23437,"63,26658323",1599,6530204,3,"9,03E-06","0,009114784489","57,06293706",1431,4704731,2,"9,14E-06","0,006642978526","44,52214452",430,443161,3,"0,0001489300728","0,0101961996"
26741,figuratively,RB,4,"0,1,3",{(figure)}>ate>>ive>>ly>,"23,07692308",14,136039,"46,9017094",937,2569118,3,"2,65E-05","0,01050517534","37,99654577",580,1037354,3,"1,74E-05","0,002780781709","21,0562651",2898,3857999,2,"4,48E-05","0,02672640198"
27192,farcically,RB,4,"0,1,3",{(farce)}>ic>>al>>ly>,100,3,2348,"90,91806515",1014,1472797,2,"2,78E-05","0,006334002781","93,98601399",1431,4704731,2,"9,14E-06","0,006642978526","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
27241,fatalistic,JJ,4,"0,1,3",{(fate)}>al>>ist>>ic>,75,9,18637,"60,34965035",1431,4704731,2,"9,14E-06","0,006642978526","55,96529284",462,382916,3,"6,27E-05","0,003707708945","52,31984205",1014,1472797,2,"2,78E-05","0,006334002781"
27971,environmentalists,NN,4,"0,1,3",{(environ)}>ment>>al>>ist>,40,6,105667,"24,3902439",288,1423689,4,"1,26E-05","0,002780781709","21,46853147",1431,4704731,2,"9,14E-06","0,006642978526","10,19522777",462,382916,3,"6,27E-05","0,003707708945"
27972,environmentally,RB,4,"0,1,3",{(environ)}>ment>>al>>ly>,60,6,105667,"28,57142857",288,1423689,4,"1,26E-05","0,002780781709","26,64335664",1431,4704731,2,"9,14E-06","0,006642978526","11,77079738",2898,3857999,2,"4,48E-05","0,02672640198"
28008,episodically,RB,4,"0,1,3",{(episode)}>ic>>al>>ly>,100,3,46664,"79,86179664",1014,1472797,2,"2,78E-05","0,006334002781","85,24475524",1431,4704731,2,"9,14E-06","0,006642978526","64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
28041,equitably,RB,4,"0,1,3",{(equi)>it>>able>}>y>,"51,02040816",50,127793,"65,38461538",27,111694,2,0,0,"44,20206659",872,1227992,4,"3,18E-05","0,006025027035","29,97987928",2486,3870233,1,"4,99E-05","0,02981615943"
28441,emotionalisms,NN,4,"0,1,3",{(emote)}>ion>>al>>ism>,"45,45454545",12,26341,"64,39299124",1599,6530204,3,"9,03E-06","0,009114784489","58,74125874",1431,4704731,2,"9,14E-06","0,006642978526","51,11111111",271,218200,3,"5,50E-05","0,001853854472"
28442,emotionlessly,RB,4,"0,1,3",{(emote)}>ion>>less>>ly>,"81,81818182",12,26341,"90,80100125",1599,6530204,3,"9,03E-06","0,009114784489","72,20708447",368,158354,4,"0,0001199843389","0,002935269581","65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
28443,emotionlessness,NN,4,"0,1,3",{(emote)}>ion>>less>>ness>,"90,90909091",12,26341,"92,49061327",1599,6530204,3,"9,03E-06","0,009114784489","77,38419619",368,158354,4,"0,0001199843389","0,002935269581","59,09822866",1243,181553,4,"0,0005838515475","0,01637571451"
28780,ecclesiastically,RB,4,"0,1,3",{(ecclesiast)}>ic>>al>>ly>,100,3,401,"90,91806515",1014,1472797,2,"2,78E-05","0,006334002781","93,98601399",1431,4704731,2,"9,14E-06","0,006642978526","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
28829,editorialized,VB|JJ,4,"0,1,3",{(edit)}>or>>al>>ize>,40,11,159412,"61,80555556",289,937614,2,"9,60E-06","0,001390390854","53,84615385",1431,4704731,2,"9,14E-06","0,006642978526","40,55944056",430,443161,3,"0,0001489300728","0,0101961996"
28830,editorializes,VB,4,"0,1,3",{(edit)}>or>>al>>ize>,40,11,159412,"61,80555556",289,937614,2,"9,60E-06","0,001390390854","53,84615385",1431,4704731,2,"9,14E-06","0,006642978526","40,55944056",430,443161,3,"0,0001489300728","0,0101961996"
28831,editorializing,VB|NN|JJ,4,"0,1,3",{(edit)}>or>>al>>ize>,40,11,159412,"61,80555556",289,937614,2,"9,60E-06","0,001390390854","53,84615385",1431,4704731,2,"9,14E-06","0,006642978526","40,55944056",430,443161,3,"0,0001489300728","0,0101961996"
28832,editorially,RB,4,"0,1,3",{(edit)}>or>>al>>y>,70,11,159412,"80,90277778",289,937614,2,"9,60E-06","0,001390390854","76,99300699",1431,4704731,2,"9,14E-06","0,006642978526","46,59959759",2486,3870233,1,"4,99E-05","0,02981615943"
28840,educationalist,NN,4,"0,1,3",{(educate)}>ion>>al>>ist>,100,13,98950,"87,359199",1599,6530204,3,"9,03E-06","0,009114784489","82,16783217",1431,4704731,2,"9,14E-06","0,006642978526","81,77874187",462,382916,3,"6,27E-05","0,003707708945"
28841,educationalists,NN,4,"0,1,3",{(educate)}>ion>>al>>ist>,100,13,98950,"87,359199",1599,6530204,3,"9,03E-06","0,009114784489","82,16783217",1431,4704731,2,"9,14E-06","0,006642978526","81,77874187",462,382916,3,"6,27E-05","0,003707708945"
28842,educationally,RB,4,"0,1,3",{(educate)}>ion>>al>>ly>,50,13,98950,"63,26658323",1599,6530204,3,"9,03E-06","0,009114784489","57,06293706",1431,4704731,2,"9,14E-06","0,006642978526","30,99758371",2898,3857999,2,"4,48E-05","0,02672640198"
28929,egoistically,RB,4,"0,1,3",{(ego)}>ist>>ic>>ly>,70,11,8689,"77,87418655",462,382916,3,"6,27E-05","0,003707708945","73,05034551",1014,1472797,2,"2,78E-05","0,006334002781","53,71073524",2898,3857999,2,"4,48E-05","0,02672640198"
28934,egotistical,JJ,4,"0,1,3",{(ego)}>ist>>ic>>al>,10,11,8689,"22,77657267",462,382916,3,"6,27E-05","0,003707708945","26,06120434",1014,1472797,2,"2,78E-05","0,006334002781","36,64335664",1431,4704731,2,"9,14E-06","0,006642978526"
28935,egotistically,RB,4,"0,1,3",{(ego)}>ist>>ic>>ly>,70,11,8689,"77,87418655",462,382916,3,"6,27E-05","0,003707708945","73,05034551",1014,1472797,2,"2,78E-05","0,006334002781","53,71073524",2898,3857999,2,"4,48E-05","0,02672640198"
29737,dictatorships,NN,4,"0,1,3",{(dict)>ate>}>or>>ship>,"21,05263158",39,77658,"19,44444444",937,2569118,3,"2,65E-05","0,01050517534","25,34722222",289,937614,2,"9,60E-06","0,001390390854","17,33333333",76,164220,4,"1,22E-05","0,0003089757454"
29763,differentiations,NN,4,"0,1,3",{(differ)}>ant>>ate>>ion>,"72,72727273",12,354248,"31,10151188",464,1534593,3,"7,82E-06","0,001853854472","34,29487179",937,2569118,3,"2,65E-05","0,01050517534","36,67083855",1599,6530204,3,"9,03E-06","0,009114784489"
30239,derivatively,RB,4,"0,1,3",{(derive)}>ate>>ive>>ly>,100,6,22326,"93,37606838",937,2569118,3,"2,65E-05","0,01050517534","91,36442142",580,1037354,3,"1,74E-05","0,002780781709","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
30401,developmentally,RB,4,"0,1,3",{(develop)}>ment>>al>>ly>,"66,66666667",10,284175,"50,87108014",288,1423689,4,"1,26E-05","0,002780781709","50,97902098",1431,4704731,2,"9,14E-06","0,006642978526","26,37210908",2898,3857999,2,"4,48E-05","0,02672640198"
30409,deviationism,NN,4,"0,1,3",{(devi)>ate>}>ion>>ism>,100,10,5712,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","97,55944931",1599,6530204,3,"9,03E-06","0,009114784489","95,55555556",271,218200,3,"5,50E-05","0,001853854472"
30410,deviationist,NN|JJ,4,"0,1,3",{(devi)>ate>}>ion>>ist>,"88,88888889",10,5712,"91,02564103",937,2569118,3,"2,65E-05","0,01050517534","92,49061327",1599,6530204,3,"9,03E-06","0,009114784489","88,5032538",462,382916,3,"6,27E-05","0,003707708945"
30411,deviationists,NN,4,"0,1,3",{(devi)>ate>}>ion>>ist>,"88,88888889",10,5712,"91,02564103",937,2569118,3,"2,65E-05","0,01050517534","92,49061327",1599,6530204,3,"9,03E-06","0,009114784489","88,5032538",462,382916,3,"6,27E-05","0,003707708945"
30460,diagrammatically,RB,4,"0,1,3",{(diagram)}>ic>>al>>ly>,"66,66666667",4,5958,"81,93484699",1014,1472797,2,"2,78E-05","0,006334002781","87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
30566,decoratively,RB,4,"0,1,3",{(decor)}>ate>>ive>>ly>,"56,25",17,6036,"85,68376068",937,2569118,3,"2,65E-05","0,01050517534","81,17443869",580,1037354,3,"1,74E-05","0,002780781709","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
30623,deferentially,RB,4,"0,1,3",{(defer)}>ance>>al>>ly>,100,6,2402,"85,71428571",323,977837,4,"7,16E-06","0,001081415109","86,08391608",1431,4704731,2,"9,14E-06","0,006642978526","65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
30634,definitively,RB,4,"0,1,3",{(define)}>it>>ive>>ly>,"64,28571429",15,231501,"42,30769231",27,111694,2,0,0,"34,71502591",580,1037354,3,"1,74E-05","0,002780781709","18,70900932",2898,3857999,2,"4,48E-05","0,02672640198"
30805,demagogically,RB,4,"0,1,3",{(demagog)}>ic>>al>>ly>,100,3,149,"88,45014808",1014,1472797,2,"2,78E-05","0,006334002781","91,53846154",1431,4704731,2,"9,14E-06","0,006642978526","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
30870,demonically,RB,4,"0,1,3",{(demon)}>ic>>al>>ly>,60,6,25940,"77,98617966",1014,1472797,2,"2,78E-05","0,006334002781","83,21678322",1431,4704731,2,"9,14E-06","0,006642978526","60,09665171",2898,3857999,2,"4,48E-05","0,02672640198"
31289,decimalization,NN,4,"0,1,3",{(decim)>al>}>ize>>ion>,"66,66666667",7,3837,"87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","82,98368298",430,443161,3,"0,0001489300728","0,0101961996","91,42678348",1599,6530204,3,"9,03E-06","0,009114784489"
31581,cumulatively,RB,4,"0,1,3",{(cumul)>ate>}>ive>>ly>,"57,14285714",8,7866,"69,87179487",937,2569118,3,"2,65E-05","0,01050517534","59,7582038",580,1037354,3,"1,74E-05","0,002780781709","38,17742492",2898,3857999,2,"4,48E-05","0,02672640198"
32142,CONTINENTALLY,RB,4,"0,1,3",{(contain)>ant>}>al>>ly>,100,9,12113,"88,98488121",464,1534593,3,"7,82E-06","0,001853854472","89,37062937",1431,4704731,2,"9,14E-06","0,006642978526","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
32229,conversationalists,NN,4,"0,1,3",{(converse)}>ion>>al>>ist>,80,6,23365,"64,89361702",1599,6530204,3,"9,03E-06","0,009114784489","59,37062937",1431,4704731,2,"9,14E-06","0,006642978526","53,5791757",462,382916,3,"6,27E-05","0,003707708945"
32230,conversationally,RB,4,"0,1,3",{(converse)}>ion>>al>>ly>,100,6,23365,"81,16395494",1599,6530204,3,"9,03E-06","0,009114784489","76,08391608",1431,4704731,2,"9,14E-06","0,006642978526","49,70659303",2898,3857999,2,"4,48E-05","0,02672640198"
32670,confidentialities,NN,4,"0,1,3",{(confide)}>ance>>al>>ity>,"33,33333333",10,32648,"21,73913043",323,977837,4,"7,16E-06","0,001081415109","23,42657343",1431,4704731,2,"9,14E-06","0,006642978526","20,89810017",580,1647588,3,"1,76E-05","0,004480148308"
32729,conically,RB,4,"0,1,3",{(cone)}>ic>>al>>ly>,100,4,5038,"88,45014808",1014,1472797,2,"2,78E-05","0,006334002781","91,53846154",1431,4704731,2,"9,14E-06","0,006642978526","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
32835,conspiratorially,RB,4,"0,1,3",{(conspire)}>or>>al>>y>,100,5,16160,"79,16666667",289,937614,2,"9,60E-06","0,001390390854","75,45454545",1431,4704731,2,"9,14E-06","0,006642978526","44,6277666",2486,3870233,1,"4,99E-05","0,02981615943"
33054,collectivization,NN,4,"0,1,3",{(collect)}>ive>>ize>>ion>,"77,77777778",10,108303,"69,25734024",580,1037354,3,"1,74E-05","0,002780781709","65,96736597",430,443161,3,"0,0001489300728","0,0101961996","78,8485607",1599,6530204,3,"9,03E-06","0,009114784489"
33095,colonialists,NN,4,"0,1,3",{(colon)>y>}>al>>ist>,75,13,17579,"27,40442656",2486,3870233,1,"4,99E-05","0,02981615943","54,54545455",1431,4704731,2,"9,14E-06","0,006642978526","47,28850325",462,382916,3,"6,27E-05","0,003707708945"
33451,classically,RB,4,"0,1,3",{(class)}>ic>>al>>ly>,"34,61538462",27,184646,"34,74827246",1014,1472797,2,"2,78E-05","0,006334002781","45,38461538",1431,4704731,2,"9,14E-06","0,006642978526","22,40248533",2898,3857999,2,"4,48E-05","0,02672640198"
33759,chauvinistically,RB,4,"0,1,3",{(chauvin)>ist>}>ic>>ly>,100,4,745,"86,3340564",462,382916,3,"6,27E-05","0,003707708945","81,93484699",1014,1472797,2,"2,78E-05","0,006334002781","67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
34112,casuistically,RB,4,"0,1,3",{(casuist)}>ic>>al>>ly>,100,5,13,"94,37314906",1014,1472797,2,"2,78E-05","0,006334002781","96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
34279,censoriously,RB,4,"0,1,3",{(cens)>or>}>ious>>ly>,100,7,21426,"95,48611111",289,937614,2,"9,60E-06","0,001390390854","87,98701299",617,450833,4,"7,10E-05","0,004943611926","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
34280,censoriousness,NN,4,"0,1,3",{(cens)>or>}>ious>>ness>,"83,33333333",7,21426,"91,31944444",289,937614,2,"9,60E-06","0,001390390854","76,78571429",617,450833,4,"7,10E-05","0,004943611926","62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
34300,centralizations,NN,4,"0,1,3",{(center)>al>}>ize>>ion>,"53,57142857",29,173066,"51,53846154",1431,4704731,2,"9,14E-06","0,006642978526","39,16083916",430,443161,3,"0,0001489300728","0,0101961996","57,94743429",1599,6530204,3,"9,03E-06","0,009114784489"
34336,certifications,NN,4,"0,1,3",{(cert)>ify>>ate>}>ion>,25,9,33338,"8,552631579",153,351545,3,"3,98E-05","0,002162830218","8,653846154",937,2569118,3,"2,65E-05","0,01050517534","10,95118899",1599,6530204,3,"9,03E-06","0,009114784489"
34637,capitalizations,NN,4,"0,1,3",{(capit)>al>}>ize>>ion>,"45,45454545",12,41466,"30,41958042",1431,4704731,2,"9,14E-06","0,006642978526","17,94871795",430,443161,3,"0,0001489300728","0,0101961996","34,85607009",1599,6530204,3,"9,03E-06","0,009114784489"
35307,breathalyser,NN,4,"0,1,3",{(breath)>a>>ize>}>er>,"83,33333333",13,28749,"91,66666667",61,89636,1,"2,23E-05","0,0003089757454","88,57808858",430,443161,3,"0,0001489300728","0,0101961996","79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
35308,breathalysers,NN,4,"0,1,3",{(breath)>a>>ize>}>er>,"83,33333333",13,28749,"91,66666667",61,89636,1,"2,23E-05","0,0003089757454","88,57808858",430,443161,3,"0,0001489300728","0,0101961996","79,19049714",2274,4569119,2,"3,55E-05","0,02502703538"
35524,brutalization,NN,4,"0,1,3",{(brute)}>al>>ize>>ion>,"85,71428571",8,8519,"74,33566434",1431,4704731,2,"9,14E-06","0,006642978526","68,2983683",430,443161,3,"0,0001489300728","0,0101961996","80,03754693",1599,6530204,3,"9,03E-06","0,009114784489"
37193,beggarliness,NN,4,"0,1,3",{(beg)}>ar>>ly>>ness>,"62,5",9,11402,"91,40625",129,533962,2,"7,49E-06","0,0006179514908","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
38023,antagonistically,RB,4,"0,1,3",{(antagon)>ist>}>ic>>ly>,100,5,1837,"88,5032538",462,382916,3,"6,27E-05","0,003707708945","84,89634748",1014,1472797,2,"2,78E-05","0,006334002781","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
38162,apocalyptically,RB,4,"0,1,3",{(apocalypse)>ic>}>al>>ly>,100,3,2722,"88,45014808",1014,1472797,2,"2,78E-05","0,006334002781","91,53846154",1431,4704731,2,"9,14E-06","0,006642978526","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
