ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,ROOT2_PFMF,ROOT2_FamSize,ROOT2_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*
37842,astrophysical,JJ,4,"0,2,2",(astro){(phys)>ic>>al>},"61,11111111",19,27795,"46,42857143",29,107401,"37,90720632",1014,1472797,2,"2,78E-05","0,006334002781","48,04195804",1431,4704731,2,"9,14E-06","0,006642978526"
37843,astrophysicist,NN,4,"0,2,2",(astro){(phys)>ic>>ist>},"55,55555556",19,27795,"42,85714286",29,107401,"37,70977295",1014,1472797,2,"2,78E-05","0,006334002781","37,09327549",462,382916,3,"6,27E-05","0,003707708945"
38011,AUTOFLUORESCENCE,NN,4,"0,2,2",{(auto)}{(fluor)>esc>}>ance>,"62,5",9,18733,80,11,4155,"72,22222222",19,1822,3,"0,001646542261","0,0004634636181","89,7515528",323,977837,4,"7,16E-06","0,001081415109"
38550,agriculturalists,NN,4,"0,2,2",{(agri)(culture)}>al>>ist>,"71,42857143",8,10876,"52,63157895",20,80328,"74,12587413",1431,4704731,2,"9,14E-06","0,006642978526","71,36659436",462,382916,3,"6,27E-05","0,003707708945"
38630,airworthiness,NN,4,"0,2,2",{(air)}{(worth)}>y>>ness>,"62,5",49,149120,"48,27586207",30,103812,"35,4527163",2486,3870233,1,"4,99E-05","0,02981615943","18,35748792",1243,181553,4,"0,0005838515475","0,01637571451"
38737,animosities,NN,3,"0,2,2",{((anim)>ose>>ity>)},0,1,714,"8,333333333",13,3163,0,0,"29,70639033",580,1647588,3,"1,76E-05","0,004480148308",,,,
39177,Yugoslavian,NN|JJ,4,"0,2,2",{(yugo)(slav)>ia>}>n>,100,3,10534,100,5,13656,"66,66666667",46,69613,2,0,0,"55,70469799",150,714837,1,"1,12E-05","0,001235902982"
39264,whippersnapper,NN,4,"0,2,2",{(whip)}>er>{(snap)}>er>,"16,66666667",7,10471,"34,09590849",2274,4569119,"3,55E-05","0,02502703538","33,33333333",13,16890,4,"34,09590849",2274,4569119,2,"3,55E-05","0,02502703538"
42484,toxicology,NN,4,"0,2,2",{(toxico)>ic>}(log)>y>,50,9,9315,"25,07403751",1014,1472797,"2,78E-05","0,006334002781","29,90654206",215,380513,3,"15,33199195",2486,3870233,1,"4,99E-05","0,02981615943"
43053,telecommunications,NN,4,"0,2,2",(tele){(communic)>ate>}>ion>,"6,896551724",30,102708,"6,666666667",16,144552,"2,884615385",937,2569118,3,"2,65E-05","0,01050517534","4,192740926",1599,6530204,3,"9,03E-06","0,009114784489"
43063,teleological,JJ,4,"0,2,2",{(tele)(log)>ic>>al>},"58,62068966",30,102708,"54,20560748",215,380513,"49,16090819",1014,1472797,2,"2,78E-05","0,006334002781","58,53146853",1431,4704731,2,"9,14E-06","0,006642978526"
43068,telepathically,RB,4,"0,2,2",{(tele)(patho)>ic>}>ly>,"44,82758621",30,102708,"37,5",49,81153,"40,57255676",1014,1472797,2,"2,78E-05","0,006334002781","25,19848119",2898,3857999,2,"4,48E-05","0,02672640198"
43333,theological,JJ,4,"0,2,2",{(theo)(log)>ic>>al>},"17,85714286",29,30978,"14,01869159",215,380513,"13,22803554",1014,1472797,2,"2,78E-05","0,006334002781","22,72727273",1431,4704731,2,"9,14E-06","0,006642978526"
43797,technological,JJ,4,"0,2,2",{(tech)(log)>ic>>al>},"26,31578947",20,322084,"4,205607477",215,380513,"4,639684107",1014,1472797,2,"2,78E-05","0,006334002781","9,440559441",1431,4704731,2,"9,14E-06","0,006642978526"
45291,steprelationship,NN,4,"0,2,2",{(step)}{(relate)}>ion>>ship>,100,17,76180,100,19,239433,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489","94,66666667",76,164220,4,"1,22E-05","0,0003089757454"
45837,sociological,JJ,4,"0,2,2",{(socio)(log)>ic>}>al>,36,26,263518,"23,36448598",215,380513,"19,05231984",1014,1472797,2,"2,78E-05","0,006334002781","29,86013986",1431,4704731,2,"9,14E-06","0,006642978526"
47409,seismological,JJ,4,"0,2,2",{(seism)(log)>ic>}>al>,100,5,1174,"76,1682243",215,380513,"66,04146101",1014,1472797,2,"2,78E-05","0,006334002781","72,58741259",1431,4704731,2,"9,14E-06","0,006642978526"
47811,Scientology,NN,4,"0,2,2",{(sci)>ant>(log)>y>},25,13,204888,"3,671706263",464,1534593,"7,82E-06","0,001853854472","0,9345794393",215,380513,3,"1,167002012",2486,3870233,1,"4,99E-05","0,02981615943"
48363,satisfactorily,RB,4,"0,2,2",{(satis)(fact)>ory>}>ly>,"53,84615385",14,32903,"58,33333333",25,364953,"36,61971831",356,725186,3,"2,62E-05","0,002935269581","18,22575078",2898,3857999,2,"4,48E-05","0,02672640198"
50461,radioactivity,NN,4,"0,2,2",(radio){(act)}>ive>>ity>,"31,25",33,99653,"56,89655172",59,716577,"37,13298791",580,1037354,3,"1,74E-05","0,002780781709","40,06908463",580,1647588,3,"1,76E-05","0,004480148308"
51435,prototypical,JJ,4,"0,2,2",{(proto)(typo)}>ic>>al>,"57,14285714",8,11805,"68,57142857",36,282037,"44,52122409",1014,1472797,2,"2,78E-05","0,006334002781","52,58741259",1431,4704731,2,"9,14E-06","0,006642978526"
51537,psychological,JJ,4,"0,2,2",{(psycho)(log)>ic>>al>},"5,555555556",37,47211,"3,271028037",215,380513,"4,047384008",1014,1472797,2,"2,78E-05","0,006334002781","8,461538462",1431,4704731,2,"9,14E-06","0,006642978526"
52744,philological,JJ,4,"0,2,2",{(philo)(log)>ic>>al>},"55,17241379",30,53808,"63,55140187",215,380513,"59,13129319",1014,1472797,2,"2,78E-05","0,006334002781","65,59440559",1431,4704731,2,"9,14E-06","0,006642978526"
52749,philosophical,JJ,4,"0,2,2",{(philo)(soph)>ic>}>al>,"6,896551724",30,53808,"14,28571429",15,39925,"5,824284304",1014,1472797,2,"2,78E-05","0,006334002781","11,25874126",1431,4704731,2,"9,14E-06","0,006642978526"
52750,philosophically,RB,4,"0,2,2",{(philo)(soph)>ic>}>ly>,"17,24137931",30,53808,"35,71428571",15,39925,"30,4047384",1014,1472797,2,"2,78E-05","0,006334002781","18,91612012",2898,3857999,2,"4,48E-05","0,02672640198"
52777,phonological,JJ,4,"0,2,2",{(phon)(log)>ic>>al>},65,41,207292,"64,48598131",215,380513,"59,72359329",1014,1472797,2,"2,78E-05","0,006334002781","66,01398601",1431,4704731,2,"9,14E-06","0,006642978526"
52793,photochemical,JJ,4,"0,2,2",(photo){(chem)>ic>>al>},"32,14285714",29,54567,"66,66666667",16,43382,"52,31984205",1014,1472797,2,"2,78E-05","0,006334002781","60,34965035",1431,4704731,2,"9,14E-06","0,006642978526"
52795,photoelectronic,JJ,4,"0,2,2",{(photo)}{(electr)>on>}>ic>,75,29,54567,"92,59259259",28,175489,100,20,128335,2,0,0,"86,5745311",1014,1472797,2,"2,78E-05","0,006334002781"
52810,photoluminescence,NN,4,"0,2,2",(photo){(lumin)>esc>}>ance>,"78,57142857",29,54567,100,10,4430,"77,77777778",19,1822,3,"0,001646542261","0,0004634636181","90,68322981",323,977837,4,"7,16E-06","0,001081415109"
52840,physiological,JJ,4,"0,2,2",{(phys)(log)>ic>}>al>,"21,42857143",29,107401,"14,01869159",215,380513,"13,22803554",1014,1472797,2,"2,78E-05","0,006334002781","22,72727273",1431,4704731,2,"9,14E-06","0,006642978526"
53482,pharmacological,JJ,4,"0,2,2",{(pharma)(log)>ic>}>al>,"57,14285714",8,7588,"42,05607477",215,380513,"36,2290227",1014,1472797,2,"2,78E-05","0,006334002781","46,57342657",1431,4704731,2,"9,14E-06","0,006642978526"
53494,phenomenological,JJ,4,"0,2,2",{(phenomen)(log)>ic>>al>},100,5,13623,"53,27102804",215,380513,"48,66732478",1014,1472797,2,"2,78E-05","0,006334002781","57,55244755",1431,4704731,2,"9,14E-06","0,006642978526"
53518,parentheses,NN,4,"0,2,2",{(par)>en>(thes)>sis>},20,21,34876,"15,7635468",204,655590,"1,68E-05","0,0016993666",40,11,29982,4,"21,05263158",39,63372,3,"1,58E-05","0,0001544878727"
53519,parenthesis,NN,4,"0,2,2",{(par)>en>(thes)>sis>},20,21,34876,"15,7635468",204,655590,"1,68E-05","0,0016993666",40,11,29982,4,"21,05263158",39,63372,3,"1,58E-05","0,0001544878727"
53520,parenthetical,JJ|NN,4,"0,2,2",{(par)>en>(thetic)}>al>,45,21,34876,"54,18719212",204,655590,"1,68E-05","0,0016993666",50,7,7461,6,"51,95804196",1431,4704731,2,"9,14E-06","0,006642978526"
53708,pathological,JJ,4,"0,2,2",{(patho)(log)>ic>}>al>,"20,83333333",49,81153,"22,42990654",215,380513,"18,55873643",1014,1472797,2,"2,78E-05","0,006334002781","29,58041958",1431,4704731,2,"9,14E-06","0,006642978526"
54870,ontological,JJ,4,"0,2,2",{(onto)(log)>ic>>al>},25,5,1386,"38,31775701",215,380513,"32,67522211",1014,1472797,2,"2,78E-05","0,006334002781","43,70629371",1431,4704731,2,"9,14E-06","0,006642978526"
55566,neurological,JJ,4,"0,2,2",{(neuro)(log)>ic>}>al>,"7,692307692",14,12122,"22,89719626",215,380513,"18,65745311",1014,1472797,2,"2,78E-05","0,006334002781","29,65034965",1431,4704731,2,"9,14E-06","0,006642978526"
55572,neuropsychiatric,JJ,4,"0,2,2",(neuro){(psycho)>ater>>ic>},"69,23076923",14,12122,"61,11111111",37,47211,75,9,6457,4,0,0,"57,45310958",1014,1472797,2,"2,78E-05","0,006334002781"
56050,mythological,JJ,4,"0,2,2",{(myth)}(log)>ic>>al>,"37,5",9,17087,"28,97196262",215,380513,"24,28430405",1014,1472797,2,"2,78E-05","0,006334002781","34,82517483",1431,4704731,2,"9,14E-06","0,006642978526"
56457,morphological,JJ,4,"0,2,2",{(morph)}(log)>ic>>al>,40,16,4842,"41,58878505",215,380513,"36,13030602",1014,1472797,2,"2,78E-05","0,006334002781","46,5034965",1431,4704731,2,"9,14E-06","0,006642978526"
57230,meteorological,JJ,4,"0,2,2",{(meteo)(log)>ic>>al>},"22,22222222",10,4799,"23,8317757",215,380513,"19,15103653",1014,1472797,2,"2,78E-05","0,006334002781",30,1431,4704731,2,"9,14E-06","0,006642978526"
57245,methodological,JJ,4,"0,2,2",{(method)}(log)>ic>>al>,"37,5",9,92974,"38,78504673",215,380513,"32,97137216",1014,1472797,2,"2,78E-05","0,006334002781","43,91608392",1431,4704731,2,"9,14E-06","0,006642978526"
57390,manufacturer's,encl,4,"0,2,2",{(mani)(fact)>ure>}>er>,0,5,62531,"8,333333333",25,364953,"4,12371134",98,541479,3,"3,69E-06","0,0003089757454","1,583809943",2274,4569119,2,"3,55E-05","0,02502703538"
57393,manufacturer,NN,4,"0,2,2",{(mani)(fact)>ure>}>er>,0,5,62531,"8,333333333",25,364953,"4,12371134",98,541479,3,"3,69E-06","0,0003089757454","1,583809943",2274,4569119,2,"3,55E-05","0,02502703538"
57394,manufacturers,NN,4,"0,2,2",{(mani)(fact)>ure>}>er>,0,5,62531,"8,333333333",25,364953,"4,12371134",98,541479,3,"3,69E-06","0,0003089757454","1,583809943",2274,4569119,2,"3,55E-05","0,02502703538"
57582,mastectomy,NN,4,"0,2,2",{(mast)>ec>(tom)>y>},"33,33333333",7,2282,50,3,370,0,0,50,15,67254,3,"28,77263581",2486,3870233,1,"4,99E-05","0,02981615943"
59410,jurisdictional,JJ,4,"0,2,2",{(jur)(dict)>ion>}>al>,"47,36842105",20,16877,"71,05263158",39,77658,"63,70463079",1599,6530204,3,"9,03E-06","0,009114784489","57,9020979",1431,4704731,2,"9,14E-06","0,006642978526"
59782,isothermally,RB,4,"0,2,2",{(iso)(thermo)}>al>>ly>,"90,90909091",12,1619,"92,59259259",28,9768,"93,98601399",1431,4704731,2,"9,14E-06","0,006642978526","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
61745,hysterectomy,NN,4,"0,2,2",{(hyster)>ec>(tom)>y>},100,5,3999,0,3,370,0,0,"35,71428571",15,67254,3,"25,71428571",2486,3870233,1,"4,99E-05","0,02981615943"
61806,ideological,JJ,4,"0,2,2",{(ideo)(log)>ic>>al>},25,5,8562,"11,68224299",215,380513,"9,871668312",1014,1472797,2,"2,78E-05","0,006334002781","17,9020979",1431,4704731,2,"9,14E-06","0,006642978526"
62058,homogenization,NN,4,"0,2,2",{(homo)(gen)>ize>}>ion>,"66,66666667",13,147806,"73,52941176",35,84143,"58,04195804",430,443161,3,"0,0001489300728","0,0101961996","71,7146433",1599,6530204,3,"9,03E-06","0,009114784489"
62064,homosexuality,NN,4,"0,2,2",(homo){(sex)}>al>>ity>,"16,66666667",13,147806,"17,85714286",29,154904,"9,79020979",1431,4704731,2,"9,14E-06","0,006642978526","7,599309154",580,1647588,3,"1,76E-05","0,004480148308"
62190,horticulturalist,NN|JJ,4,"0,2,2",{(horti)(culture)}>al>>ist>,100,4,675,"63,15789474",20,80328,"77,62237762",1431,4704731,2,"9,14E-06","0,006642978526","75,48806941",462,382916,3,"6,27E-05","0,003707708945"
62558,heterosexuality,NN,4,"0,2,2",(hetero){(sex)}>al>>ity>,"22,22222222",10,8056,"46,42857143",29,154904,"38,39160839",1431,4704731,2,"9,14E-06","0,006642978526","35,23316062",580,1647588,3,"1,76E-05","0,004480148308"
62590,hierarchical,JJ,4,"0,2,2",{(hiero)(arch)>ic>}>al>,"16,66666667",7,18900,10,41,38937,"11,64856861",1014,1472797,2,"2,78E-05","0,006334002781","20,48951049",1431,4704731,2,"9,14E-06","0,006642978526"
63983,geocentricism,NN,4,"0,2,2",{(geo)(center)>ic>}>ism>,100,20,31762,"96,42857143",29,173066,"81,93484699",1014,1472797,2,"2,78E-05","0,006334002781","90,37037037",271,218200,3,"5,50E-05","0,001853854472"
63987,geographical,JJ,4,"0,2,2",{(geo)(graph)>ic>}>al>,"10,52631579",20,31762,"12,17391304",116,198105,"7,996051333",1014,1472797,2,"2,78E-05","0,006334002781","14,61538462",1431,4704731,2,"9,14E-06","0,006642978526"
63990,geological,JJ,4,"0,2,2",{(geo)(log)>ic>}>al>,"21,05263158",20,31762,"8,411214953",215,380513,"8,785784798",1014,1472797,2,"2,78E-05","0,006334002781","16,57342657",1431,4704731,2,"9,14E-06","0,006642978526"
63995,geometrical,JJ,4,"0,2,2",{(geo)(meter)>ic>}>al>,"63,15789474",20,31762,"31,57894737",58,68090,"31,88548865",1014,1472797,2,"2,78E-05","0,006334002781","43,35664336",1431,4704731,2,"9,14E-06","0,006642978526"
66741,etymological,JJ,4,"0,2,2",{(etymo)(log)>ic>>al>},"33,33333333",4,830,"50,46728972",215,380513,"44,71865745",1014,1472797,2,"2,78E-05","0,006334002781","52,86713287",1431,4704731,2,"9,14E-06","0,006642978526"
67358,equivocation,NN,4,"0,2,2",{(equi)(voc)>ate>}>ion>,"44,89795918",50,127793,"45,45454545",23,38814,"57,05128205",937,2569118,3,"2,65E-05","0,01050517534","58,76095119",1599,6530204,3,"9,03E-06","0,009114784489"
67990,ecological,JJ,4,"0,2,2",{(eco)(log)>ic>}>al>,25,5,8106,"13,08411215",215,380513,"10,66140178",1014,1472797,2,"2,78E-05","0,006334002781","18,95104895",1431,4704731,2,"9,14E-06","0,006642978526"
68107,egocentricity,NN,4,"0,2,2",{(ego)(center)>ic>}>ity>,80,11,8689,"89,28571429",29,173066,"74,13622902",1014,1472797,2,"2,78E-05","0,006334002781","76,51122625",580,1647588,3,"1,76E-05","0,004480148308"
69255,disintegrative,JJ,4,"0,2,2",{(dis)}{(integer)>ate>}>ive>,50,5,22,100,10,62967,"89,1025641",937,2569118,3,"2,65E-05","0,01050517534","85,83765112",580,1037354,3,"1,74E-05","0,002780781709"
69811,democratization,NN,4,"0,2,2",{(demo)(crat)}>ize>>ion>,70,11,83162,45,21,35528,"35,8974359",430,443161,3,"0,0001489300728","0,0101961996","53,62953692",1599,6530204,3,"9,03E-06","0,009114784489"
71199,controversialists,NN,4,"0,2,2",{(contra)(versy)}>al>>ist>,"88,88888889",28,38273,75,5,9790,"91,53846154",1431,4704731,2,"9,14E-06","0,006642978526","91,10629067",462,382916,3,"6,27E-05","0,003707708945"
71485,cosmological,JJ,4,"0,2,2",{(cosmo)(log)>ic>}>al>,"38,46153846",14,10553,"37,85046729",215,380513,"31,88548865",1014,1472797,2,"2,78E-05","0,006334002781","43,35664336",1431,4704731,2,"9,14E-06","0,006642978526"
71489,cosmopolitan,JJ|NN,4,"0,2,2",{(cosmo)(pol)>ite>}>ian>,"30,76923077",14,10553,"64,70588235",18,25765,"45,45454545",45,228495,3,"8,75E-06","0,0003089757454","38,15028902",174,394113,3,"2,79E-05","0,0016993666"
71917,contradictorily,RB,4,"0,2,2",{(contra)(dict)}>ory>>ly>,"81,48148148",28,38273,"92,10526316",39,77658,"83,09859155",356,725186,3,"2,62E-05","0,002935269581","65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
73321,chronological,JJ,4,"0,2,2",{(chrono)(log)>ic>>al>},"33,33333333",19,20700,"21,02803738",215,380513,"16,9792695",1014,1472797,2,"2,78E-05","0,006334002781","27,97202797",1431,4704731,2,"9,14E-06","0,006642978526"
74256,bureaucratization,NN,4,"0,2,2",{(bureau)(crat)}>ize>>ion>,80,6,14590,85,21,35528,"76,22377622",430,443161,3,"0,0001489300728","0,0101961996","86,29536921",1599,6530204,3,"9,03E-06","0,009114784489"
76066,bibliographical,JJ,4,"0,2,2",{(biblio)(graph)>ic>}>al>,"33,33333333",4,6674,"33,91304348",116,198105,"35,63672261",1014,1472797,2,"2,78E-05","0,006334002781","46,01398601",1431,4704731,2,"9,14E-06","0,006642978526"
76151,biochemical,JJ,4,"0,2,2",(bio){(chem)>ic>>al>},"37,93103448",30,41459,40,16,43382,"21,81638697",1014,1472797,2,"2,78E-05","0,006334002781","32,23776224",1431,4704731,2,"9,14E-06","0,006642978526"
76155,biochemistry,NN,4,"0,2,2",(bio){(chem)>ist>}>ory>,"17,24137931",30,41459,20,16,43382,"8,242950108",462,382916,3,"6,27E-05","0,003707708945","16,33802817",356,725186,3,"2,62E-05","0,002935269581"
76159,biographical,JJ,4,"0,2,2",{(bio)(graph)>ic>}>al>,"31,03448276",30,41459,"23,47826087",116,198105,"17,86771964",1014,1472797,2,"2,78E-05","0,006334002781","28,53146853",1431,4704731,2,"9,14E-06","0,006642978526"
76162,biological,JJ,4,"0,2,2",{(bio)(log)>ic>}>al>,"3,448275862",30,41459,"1,869158879",215,380513,"3,15893386",1014,1472797,2,"2,78E-05","0,006334002781","5,874125874",1431,4704731,2,"9,14E-06","0,006642978526"
76168,biophysical,JJ,4,"0,2,2",(bio){(phys)>ic>>al>},"65,51724138",30,41459,"57,14285714",29,107401,"48,66732478",1014,1472797,2,"2,78E-05","0,006334002781","57,55244755",1431,4704731,2,"9,14E-06","0,006642978526"
77232,astronomical,JJ,4,"0,2,2",{(astro)(nomin)>ic>}>al>,"22,22222222",19,27795,"8,333333333",37,34420,"10,06910168",1014,1472797,2,"2,78E-05","0,006334002781","17,97202797",1431,4704731,2,"9,14E-06","0,006642978526"
77602,archaeological,JJ,4,"0,2,2",{(archaeo)(log)>ic>>al>},"33,33333333",7,7324,"15,88785047",215,380513,"13,72161895",1014,1472797,2,"2,78E-05","0,006334002781","23,63636364",1431,4704731,2,"9,14E-06","0,006642978526"
77616,archeological,JJ,4,"0,2,2",{(archaeo)(log)>ic>>al>},"33,33333333",7,7324,"15,88785047",215,380513,"13,72161895",1014,1472797,2,"2,78E-05","0,006334002781","23,63636364",1431,4704731,2,"9,14E-06","0,006642978526"
77679,aristocratically,RB,4,"0,2,2",{(aristo)(crat)}>ic>>ly>,100,4,988,100,21,35528,"94,37314906",1014,1472797,2,"2,78E-05","0,006334002781","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
77977,(anim)>ose>>ity>,NN,3,"0,2,2",{((anim)>ose>>ity>)},0,1,714,"8,333333333",13,3163,0,0,"29,70639033",580,1647588,3,"1,76E-05","0,004480148308",,,,
78078,anthropological,JJ,4,"0,2,2",{(anthropo)(log)>ic>>al>},"11,76470588",18,5478,"26,63551402",215,380513,"22,2112537",1014,1472797,2,"2,78E-05","0,006334002781","32,44755245",1431,4704731,2,"9,14E-06","0,006642978526"
78173,agriculturally,RB,4,"0,2,2",{(agri)(culture)}>al>>ly>,"57,14285714",8,10876,"42,10526316",20,80328,"72,58741259",1431,4704731,2,"9,14E-06","0,006642978526","45,3917846",2898,3857999,2,"4,48E-05","0,02672640198"
78177,agriculturalist,NN|JJ,4,"0,2,2",{(agri)(culture)}>al>>ist>,"71,42857143",8,10876,"52,63157895",20,80328,"74,12587413",1431,4704731,2,"9,14E-06","0,006642978526","71,36659436",462,382916,3,"6,27E-05","0,003707708945"
78938,aetiological,JJ,4,"0,2,2",{(aeti)(log)>ic>>al>},100,3,34,"92,99065421",215,380513,"90,91806515",1014,1472797,2,"2,78E-05","0,006334002781","93,98601399",1431,4704731,2,"9,14E-06","0,006642978526"
79551,aeronautical,JJ,4,"0,2,2",{(aero)(naut)}>ic>>al>,"26,31578947",20,10845,30,11,4782,"26,94965449",1014,1472797,2,"2,78E-05","0,006334002781","36,99300699",1431,4704731,2,"9,14E-06","0,006642978526"
