ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,PREF2_PFMF,PREF2_FamSize,PREF2_Freq_HAL,PREF2_length,PREF2_P,PREF2_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL
43811,superintend,VB,3,"2,1,0",{<super<<in<(tend)},"67,85714286",57,39141,5,"0,0001277432871","0,0007724393635","82,35294118",358,2402388,2,"6,66E-06","0,002471805963","84,21052632",20,212044
44573,superimposes,VB,3,"2,1,0",<super<{<in<(pose)},"23,21428571",57,39141,5,"0,0001277432871","0,0007724393635","46,21848739",358,2402388,2,"6,66E-06","0,002471805963","51,85185185",55,328330
44578,superimpose,VB,3,"2,1,0",<super<{<in<(pose)},"23,21428571",57,39141,5,"0,0001277432871","0,0007724393635","46,21848739",358,2402388,2,"6,66E-06","0,002471805963","51,85185185",55,328330
44579,superimposed,VB,3,"2,1,0",<super<{<in<(pose)},"23,21428571",57,39141,5,"0,0001277432871","0,0007724393635","46,21848739",358,2402388,2,"6,66E-06","0,002471805963","51,85185185",55,328330
44580,superimposing,VB|JJ,3,"2,1,0",<super<{<in<(pose)},"23,21428571",57,39141,5,"0,0001277432871","0,0007724393635","46,21848739",358,2402388,2,"6,66E-06","0,002471805963","51,85185185",55,328330
48938,reupholstering,VB|NN|JJ,3,"2,1,0",<re<{<up<(holster)},"89,15662651",499,2175658,2,"1,38E-05","0,004634636181","91,83673469",50,208046,2,"4,81E-06","0,0001544878727",80,6,1021
49365,reproduce,VB,3,"2,1,0",<re<{<pro<(duct)},"7,831325301",499,2175658,2,"1,38E-05","0,004634636181","12,71186441",119,1206582,3,"2,49E-06","0,0004634636181","12,12121212",67,559015
49366,reproduced,VB,3,"2,1,0",<re<{<pro<(duct)},"7,831325301",499,2175658,2,"1,38E-05","0,004634636181","12,71186441",119,1206582,3,"2,49E-06","0,0004634636181","12,12121212",67,559015
49367,reproduces,VB,3,"2,1,0",<re<{<pro<(duct)},"7,831325301",499,2175658,2,"1,38E-05","0,004634636181","12,71186441",119,1206582,3,"2,49E-06","0,0004634636181","12,12121212",67,559015
49372,reproducing,VB,3,"2,1,0",<re<{<pro<(duct)},"7,831325301",499,2175658,2,"1,38E-05","0,004634636181","12,71186441",119,1206582,3,"2,49E-06","0,0004634636181","12,12121212",67,559015
49624,resuspended,VB|JJ,3,"2,1,0",<re<{<sus<(pend)},"89,15662651",499,2175658,2,"1,38E-05","0,004634636181",100,7,17368,3,0,0,"90,90909091",34,169032
49766,reimburse,VB,3,"2,1,0",<re<{<in<(burse)},"25,10040161",499,2175658,2,"1,38E-05","0,004634636181","28,57142857",358,2402388,2,"6,66E-06","0,002471805963",25,5,3787
49768,reimbursed,VB,3,"2,1,0",<re<{<in<(burse)},"25,10040161",499,2175658,2,"1,38E-05","0,004634636181","28,57142857",358,2402388,2,"6,66E-06","0,002471805963",25,5,3787
49771,reimburses,VB,3,"2,1,0",<re<{<in<(burse)},"25,10040161",499,2175658,2,"1,38E-05","0,004634636181","28,57142857",358,2402388,2,"6,66E-06","0,002471805963",25,5,3787
49778,reinforce,VB,3,"2,1,0",<re<<in<{(force)},"12,65060241",499,2175658,2,"1,38E-05","0,004634636181","15,68627451",358,2402388,2,"6,66E-06","0,002471805963","23,07692308",14,174868
49779,reinforced,VB,3,"2,1,0",<re<<in<{(force)},"12,65060241",499,2175658,2,"1,38E-05","0,004634636181","15,68627451",358,2402388,2,"6,66E-06","0,002471805963","23,07692308",14,174868
49782,reinforces,VB,3,"2,1,0",<re<<in<{(force)},"12,65060241",499,2175658,2,"1,38E-05","0,004634636181","15,68627451",358,2402388,2,"6,66E-06","0,002471805963","23,07692308",14,174868
49783,reinforcing,VB|NN|JJ,3,"2,1,0",<re<<in<{(force)},"12,65060241",499,2175658,2,"1,38E-05","0,004634636181","15,68627451",358,2402388,2,"6,66E-06","0,002471805963","23,07692308",14,174868
49785,reinstall,VB,3,"2,1,0",<re<{<in<(stall)},"13,85542169",499,2175658,2,"1,38E-05","0,004634636181","17,64705882",358,2402388,2,"6,66E-06","0,002471805963",50,7,156702
49786,reinstate,VB,3,"2,1,0",<re<{<in<(state)},"53,01204819",499,2175658,2,"1,38E-05","0,004634636181","60,50420168",358,2402388,2,"6,66E-06","0,002471805963","48,27586207",30,451541
49787,reinstated,VB,3,"2,1,0",<re<{<in<(stat)},"46,98795181",499,2175658,2,"1,38E-05","0,004634636181","53,78151261",358,2402388,2,"6,66E-06","0,002471805963","42,85714286",15,76366
49794,reintroduces,VB,3,"2,1,0",<re<{<intra<(duct)},"82,53012048",499,2175658,2,"1,38E-05","0,004634636181","91,66666667",13,58022,5,0,0,"87,87878788",67,559015
50046,reassemble,VB,3,"2,1,0",<re<{<a<(semble)},"45,18072289",499,2175658,2,"1,38E-05","0,004634636181","39,93506494",309,1336429,1,"1,72E-05","0,003553221072","54,54545455",12,35948
50047,reassembled,VB,3,"2,1,0",<re<{<a<(semble)},"45,18072289",499,2175658,2,"1,38E-05","0,004634636181","39,93506494",309,1336429,1,"1,72E-05","0,003553221072","54,54545455",12,35948
50052,reassure,VB,3,"2,1,0",<re<{<a<(sure)},"21,68674699",499,2175658,2,"1,38E-05","0,004634636181","21,75324675",309,1336429,1,"1,72E-05","0,003553221072","34,7826087",24,362162
50053,reassured,VB|JJ,3,"2,1,0",<re<{<a<(sure)},"21,68674699",499,2175658,2,"1,38E-05","0,004634636181","21,75324675",309,1336429,1,"1,72E-05","0,003553221072","34,7826087",24,362162
50054,reassuring,VB|JJ,3,"2,1,0",<re<{<a<(sure)},"21,68674699",499,2175658,2,"1,38E-05","0,004634636181","21,75324675",309,1336429,1,"1,72E-05","0,003553221072","34,7826087",24,362162
50187,reconstitute,VB,3,"2,1,0",<re<{<co<(stitute)},"53,41365462",499,2175658,2,"1,38E-05","0,004634636181","51,76151762",370,1256048,2,"1,51E-05","0,002935269581",64,26,153966
50188,reconstruct,VB,3,"2,1,0",<re<{<co<(struct)},"24,69879518",499,2175658,2,"1,38E-05","0,004634636181","28,99728997",370,1256048,2,"1,51E-05","0,002935269581","42,85714286",36,214564
50189,reconstructed,JJ,3,"2,1,0",<re<{<co<(struct)},"24,69879518",499,2175658,2,"1,38E-05","0,004634636181","28,99728997",370,1256048,2,"1,51E-05","0,002935269581","42,85714286",36,214564
50191,reconstructs,VB,3,"2,1,0",<re<{<co<(struct)},"24,69879518",499,2175658,2,"1,38E-05","0,004634636181","28,99728997",370,1256048,2,"1,51E-05","0,002935269581","42,85714286",36,214564
50193,reconvened,VB|JJ,3,"2,1,0",<re<{<co<(vene)},"74,89959839",499,2175658,2,"1,38E-05","0,004634636181","73,71273713",370,1256048,2,"1,51E-05","0,002935269581",75,9,12237
50194,reconvenes,VB,3,"2,1,0",<re<{<co<(vene)},"74,89959839",499,2175658,2,"1,38E-05","0,004634636181","73,71273713",370,1256048,2,"1,51E-05","0,002935269581",75,9,12237
50195,reconverting,VB|NN|JJ,3,"2,1,0",<re<{<co<(vert)},"91,96787149",499,2175658,2,"1,38E-05","0,004634636181","88,88888889",370,1256048,2,"1,51E-05","0,002935269581",76,26,60266
50289,redistribute,VB,3,"2,1,0",<re<{<dis<(tribute)},"11,44578313",499,2175658,2,"1,38E-05","0,004634636181","7,118644068",296,452605,3,"6,63E-05","0,004634636181","36,84210526",20,191395
50290,redistributed,VB|JJ,3,"2,1,0",<re<{<dis<(tribute)},"11,44578313",499,2175658,2,"1,38E-05","0,004634636181","7,118644068",296,452605,3,"6,63E-05","0,004634636181","36,84210526",20,191395
50333,reemerged,VB|JJ,3,"2,1,0",<re<{<e<(merge)},"76,5060241",499,2175658,2,"1,38E-05","0,004634636181","71,57894737",96,397964,1,"1,76E-05","0,001081415109","85,71428571",8,23748
50334,reenact,VB,3,"2,1,0",<re<<en<{(act)},"83,13253012",499,2175658,2,"1,38E-05","0,004634636181","78,91156463",148,331620,2,"2,11E-05","0,001081415109","86,20689655",59,716577
50746,readjust,VB,3,"2,1,0",<re<{<a<(just)},"50,60240964",499,2175658,2,"1,38E-05","0,004634636181","45,12987013",309,1336429,1,"1,72E-05","0,003553221072","61,9047619",22,1112386
50747,readjusted,VB|JJ,3,"2,1,0",<re<{<a<(just)},"50,60240964",499,2175658,2,"1,38E-05","0,004634636181","45,12987013",309,1336429,1,"1,72E-05","0,003553221072","61,9047619",22,1112386
50754,reaffirm,VB,3,"2,1,0",<re<{<a<(firm)},"34,73895582",499,2175658,2,"1,38E-05","0,004634636181","29,54545455",309,1336429,1,"1,72E-05","0,003553221072","46,66666667",16,91168
50755,reaffirmed,VB,3,"2,1,0",<re<{<a<(firm)},"34,73895582",499,2175658,2,"1,38E-05","0,004634636181","29,54545455",309,1336429,1,"1,72E-05","0,003553221072","46,66666667",16,91168
50756,reaffirms,VB,3,"2,1,0",<re<{<a<(firm)},"34,73895582",499,2175658,2,"1,38E-05","0,004634636181","29,54545455",309,1336429,1,"1,72E-05","0,003553221072","46,66666667",16,91168
50758,reafforest,VB,3,"2,1,0",<re<<a<{(forest)},"96,18473896",499,2175658,2,"1,38E-05","0,004634636181","93,83116883",309,1336429,1,"1,72E-05","0,003553221072","64,28571429",15,22985
50762,realign,VB,3,"2,1,0",<re<{<a<(line)},"54,01606426",499,2175658,2,"1,38E-05","0,004634636181","48,37662338",309,1336429,1,"1,72E-05","0,003553221072","52,38095238",64,426769
50763,realigning,VB|NN,3,"2,1,0",<re<{<a<(line)},"54,01606426",499,2175658,2,"1,38E-05","0,004634636181","48,37662338",309,1336429,1,"1,72E-05","0,003553221072","52,38095238",64,426769
50796,reapportioned,VB|JJ,3,"2,1,0",<re<<a<{(portion)},"97,18875502",499,2175658,2,"1,38E-05","0,004634636181","96,42857143",309,1336429,1,"1,72E-05","0,003553221072","92,85714286",15,33674
51650,prerequisite,NN,3,"2,1,0",<pre<{<re<(quire)},"17,1641791",135,155948,3,"0,000102598302","0,002471805963","24,89959839",499,2175658,2,"1,38E-05","0,004634636181",28,26,311285
51719,presuppose,VB,3,"2,1,0",<pre<{<su<(pose)},"31,34328358",135,155948,3,"0,000102598302","0,002471805963",60,16,116261,2,0,0,"48,14814815",55,328330
51721,presupposed,VB,3,"2,1,0",<pre<{<su<(pose)},"31,34328358",135,155948,3,"0,000102598302","0,002471805963",60,16,116261,2,0,0,"48,14814815",55,328330
51722,presupposes,VB,3,"2,1,0",<pre<{<su<(pose)},"31,34328358",135,155948,3,"0,000102598302","0,002471805963",60,16,116261,2,0,0,"48,14814815",55,328330
52269,preconceive,VB,3,"2,1,0",<pre<{<co<(ceive)},"23,13432836",135,155948,3,"0,000102598302","0,002471805963","35,77235772",370,1256048,2,"1,51E-05","0,002935269581","31,57894737",20,181726
52270,preconceived,JJ,3,"2,1,0",<pre<{<co<(ceive)},"23,13432836",135,155948,3,"0,000102598302","0,002471805963","35,77235772",370,1256048,2,"1,51E-05","0,002935269581","31,57894737",20,181726
52310,predispose,VB,3,"2,1,0",<pre<{<dis<(pose)},"37,31343284",135,155948,3,"0,000102598302","0,002471805963","33,55932203",296,452605,3,"6,63E-05","0,004634636181","55,55555556",55,328330
52311,predisposed,VB|JJ,3,"2,1,0",<pre<{<dis<(pose)},"37,31343284",135,155948,3,"0,000102598302","0,002471805963","33,55932203",296,452605,3,"6,63E-05","0,004634636181","55,55555556",55,328330
53915,oversubscribed,JJ|VB,3,"2,1,0",<over<{<sub<(script)},"66,66666667",169,151096,4,"0,0001058929422","0,002471805963","67,61904762",106,323358,3,"1,86E-05","0,0009269272362","75,6097561",42,343830
54581,overexpose,VB,3,"2,1,0",<over<{<ex<(pose)},"50,5952381",169,151096,4,"0,0001058929422","0,002471805963","48,22695035",142,581016,2,"1,89E-05","0,0016993666","75,92592593",55,328330
55806,nondescript,JJ|NN,3,"2,1,0",{<non<<de<(script)},"15,49295775",72,16866,3,"0,0002964544053","0,0007724393635","51,82481752",275,559431,2,"4,65E-05","0,00401668469","65,85365854",42,343830
56765,misapprehend,VB,3,"2,1,0",<mis<{<a<(prehend)},"77,27272727",111,103160,3,"0,0001260178364","0,002008342345","79,54545455",309,1336429,1,"1,72E-05","0,003553221072","80,95238095",22,23628
56784,misconceive,VB,3,"2,1,0",<mis<{<co<(ceive)},"68,18181818",111,103160,3,"0,0001260178364","0,002008342345","72,35772358",370,1256048,2,"1,51E-05","0,002935269581","68,42105263",20,181726
56787,misconduct,NN,3,"2,1,0",<mis<{<co<(duct)},20,111,103160,3,"0,0001260178364","0,002008342345","36,85636856",370,1256048,2,"1,51E-05","0,002935269581","39,39393939",67,559015
56843,misperceives,VB,3,"2,1,0",<mis<{<per<(ceive)},"95,45454545",111,103160,3,"0,0001260178364","0,002008342345","94,33962264",54,126209,3,"2,38E-05","0,0004634636181",100,20,181726
56855,misreport,VB,3,"2,1,0",<mis<{<re<(port)},"61,81818182",111,103160,3,"0,0001260178364","0,002008342345","71,28514056",499,2175658,2,"1,38E-05","0,004634636181","74,35897436",40,395451
57997,maladjusted,JJ,3,"2,1,0",<mal<{<a<(just)},"41,17647059",18,3848,3,0,0,"65,90909091",309,1336429,1,"1,72E-05","0,003553221072","80,95238095",22,1112386
60967,indisposed,JJ,3,"2,1,0",<im<{<dis<(pose)},"61,49162861",658,610746,2,"4,26E-05","0,00401668469","66,10169492",296,452605,3,"6,63E-05","0,004634636181","85,18518519",55,328330
61276,imperfect,JJ,3,"2,1,0",<im<{<per<(fect)},"10,80669711",658,610746,2,"4,26E-05","0,00401668469","20,75471698",54,126209,3,"2,38E-05","0,0004634636181","25,86206897",59,315367
68610,disproportion,NN,3,"2,1,0",<dis<{<pro<(portion)},"72,20338983",296,452605,3,"6,63E-05","0,004634636181","82,20338983",119,1206582,3,"2,49E-06","0,0004634636181","78,57142857",15,33674
68629,disrepair,NN,3,"2,1,0",<dis<{<re<(pair)},"55,25423729",296,452605,3,"6,63E-05","0,004634636181","68,27309237",499,2175658,2,"1,38E-05","0,004634636181",75,13,56847
69020,disaffect,VB,3,"2,1,0",<dis<{<a<(fect)},"47,11864407",296,452605,3,"6,63E-05","0,004634636181","54,54545455",309,1336429,1,"1,72E-05","0,003553221072",50,59,315367
69021,disaffected,JJ|VB,3,"2,1,0",<dis<{<a<(fect)},"47,11864407",296,452605,3,"6,63E-05","0,004634636181","54,54545455",309,1336429,1,"1,72E-05","0,003553221072",50,59,315367
69044,disavow,VB,3,"2,1,0",<dis<<a<{(vow)},"26,77966102",296,452605,3,"6,63E-05","0,004634636181","32,79220779",309,1336429,1,"1,72E-05","0,003553221072",20,6,3839
69060,disassemble,VB,3,"2,1,0",<dis<{<a<(semble)},"30,50847458",296,452605,3,"6,63E-05","0,004634636181","37,66233766",309,1336429,1,"1,72E-05","0,003553221072","45,45454545",12,35948
69114,discompose,VB,3,"2,1,0",<dis<{<co<(pose)},"91,18644068",296,452605,3,"6,63E-05","0,004634636181","95,93495935",370,1256048,2,"1,51E-05","0,002935269581","96,2962963",55,328330
69189,disembark,VB,3,"2,1,0",<dis<{<en<(bark)},"50,50847458",296,452605,3,"6,63E-05","0,004634636181","59,18367347",148,331620,2,"2,11E-05","0,001081415109","37,5",9,8577
69191,disembodied,JJ,3,"2,1,0",<dis<<en<{(body)},"44,40677966",296,452605,3,"6,63E-05","0,004634636181","49,65986395",148,331620,2,"2,11E-05","0,001081415109","76,47058824",18,315957
69192,disembody,VB,3,"2,1,0",<dis<<en<{(body)},"44,40677966",296,452605,3,"6,63E-05","0,004634636181","49,65986395",148,331620,2,"2,11E-05","0,001081415109","76,47058824",18,315957
69193,disembowel,VB,3,"2,1,0",<dis<<en<{(bowel)},"61,3559322",296,452605,3,"6,63E-05","0,004634636181","69,3877551",148,331620,2,"2,11E-05","0,001081415109",100,2,1785
69196,disenfranchise,VB,3,"2,1,0",<dis<<en<{(franchise)},"39,66101695",296,452605,3,"6,63E-05","0,004634636181","40,81632653",148,331620,2,"2,11E-05","0,001081415109","14,28571429",8,3518
69197,disenfranchised,JJ|VB,3,"2,1,0",<dis<<en<{(franchise)},"39,66101695",296,452605,3,"6,63E-05","0,004634636181","40,81632653",148,331620,2,"2,11E-05","0,001081415109","14,28571429",8,3518
69201,disentangle,VB,3,"2,1,0",<dis<<en<{(tangle)},"53,55932203",296,452605,3,"6,63E-05","0,004634636181","63,26530612",148,331620,2,"2,11E-05","0,001081415109",80,6,4211
69244,disincline,VB,3,"2,1,0",<dis<{<in<(cline)},"55,93220339",296,452605,3,"6,63E-05","0,004634636181","72,54901961",358,2402388,2,"6,66E-06","0,002471805963","83,33333333",7,20138
69245,disinfect,VB,3,"2,1,0",<dis<{<in<(fect)},"34,91525424",296,452605,3,"6,63E-05","0,004634636181","52,10084034",358,2402388,2,"6,66E-06","0,002471805963","37,93103448",59,315367
69252,disinherit,VB,3,"2,1,0",<dis<{<in<(herit)},"63,38983051",296,452605,3,"6,63E-05","0,004634636181","78,71148459",358,2402388,2,"6,66E-06","0,002471805963","77,77777778",10,18423
70293,decompose,VB,3,"2,1,0",<de<{<co<(pose)},"21,53284672",275,559431,2,"4,65E-05","0,00401668469","39,83739837",370,1256048,2,"1,51E-05","0,002935269581","40,74074074",55,328330
70294,decomposes,VB,3,"2,1,0",<de<{<co<(pose)},"21,53284672",275,559431,2,"4,65E-05","0,00401668469","39,83739837",370,1256048,2,"1,51E-05","0,002935269581","40,74074074",55,328330
70295,decomposing,VB|NN|JJ,3,"2,1,0",<de<{<co<(pose)},"21,53284672",275,559431,2,"4,65E-05","0,00401668469","39,83739837",370,1256048,2,"1,51E-05","0,002935269581","40,74074074",55,328330
70297,decompress,VB,3,"2,1,0",<de<{<co<(press)},"12,40875912",275,559431,2,"4,65E-05","0,00401668469","26,82926829",370,1256048,2,"1,51E-05","0,002935269581","23,61111111",73,340039
74399,byproduct,NN,3,"2,1,0",<by<{<pro<(duct)},"22,22222222",10,6685,2,"0,0002991772625","0,0003089757454","42,37288136",119,1206582,3,"2,49E-06","0,0004634636181","42,42424242",67,559015
74400,byproducts,NN,3,"2,1,0",<by<{<pro<(duct)},"22,22222222",10,6685,2,"0,0002991772625","0,0003089757454","42,37288136",119,1206582,3,"2,49E-06","0,0004634636181","42,42424242",67,559015
78125,antisubmarine,JJ,3,"2,1,0",<anti<<sub<{(marine)},"56,75675676",38,9922,4,"0,0001007861318","0,0001544878727","79,04761905",106,323358,3,"1,86E-05","0,0009269272362",100,5,14239
79632,aftereffect,NN,3,"2,1,0",<after<{<e<(fect)},70,11,14290,5,0,0,"63,15789474",96,397964,1,"1,76E-05","0,001081415109","63,79310345",59,315367
