ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
27638,exhibitor,NN,3,"1,1,1",{<ex<(hibit)}>or>,"35,46099291",142,581016,2,"1,89E-05","0,0016993666","33,33333333",19,40276,"38,54166667",289,937614,2,"9,60E-06","0,001390390854"
27676,expatriated,VB|JJ,3,"1,1,1",{<ex<(pater)>ate>},"34,04255319",142,581016,2,"1,89E-05","0,0016993666","7,692307692",27,10676,"34,29487179",937,2569118,3,"2,65E-05","0,01050517534"
27677,expatriates,NN,3,"1,1,1",{<ex<(pater)>ate>},"34,04255319",142,581016,2,"1,89E-05","0,0016993666","7,692307692",27,10676,"34,29487179",937,2569118,3,"2,65E-05","0,01050517534"
27678,expatriating,VB,3,"1,1,1",{<ex<(pater)>ate>},"34,04255319",142,581016,2,"1,89E-05","0,0016993666","7,692307692",27,10676,"34,29487179",937,2569118,3,"2,65E-05","0,01050517534"
27680,expectorants,NN,3,"1,1,1",{<ex<(pector)>ant>},"70,92198582",142,581016,2,"1,89E-05","0,0016993666","33,33333333",4,198,"75,37796976",464,1534593,3,"7,82E-06","0,001853854472"
27681,expectorates,VB,3,"1,1,1",{<ex<(pector)>ate>},"76,59574468",142,581016,2,"1,89E-05","0,0016993666",100,4,198,"85,68376068",937,2569118,3,"2,65E-05","0,01050517534"
27682,expedients,NN,3,"1,1,1",{<ex<(ped)>ant>},"39,0070922",142,581016,2,"1,89E-05","0,0016993666",25,17,10650,"39,30885529",464,1534593,3,"7,82E-06","0,001853854472"
27683,expedited,VB,3,"1,1,1",{<ex<(ped)>ite>},"30,4964539",142,581016,2,"1,89E-05","0,0016993666","12,5",17,10650,"36,36363636",45,228495,3,"8,75E-06","0,0003089757454"
27685,expectorated,VB|JJ,3,"1,1,1",{<ex<(pector)>ate>},"76,59574468",142,581016,2,"1,89E-05","0,0016993666",100,4,198,"85,68376068",937,2569118,3,"2,65E-05","0,01050517534"
27686,expectorating,VB|NN|JJ,3,"1,1,1",{<ex<(pector)>ate>},"76,59574468",142,581016,2,"1,89E-05","0,0016993666",100,4,198,"85,68376068",937,2569118,3,"2,65E-05","0,01050517534"
27688,expedites,VB,3,"1,1,1",{<ex<(ped)>ite>},"30,4964539",142,581016,2,"1,89E-05","0,0016993666","12,5",17,10650,"36,36363636",45,228495,3,"8,75E-06","0,0003089757454"
27708,explosions,NN,3,"1,1,1",{<ex<(plode)}>ion>,"14,18439716",142,581016,2,"1,89E-05","0,0016993666","16,66666667",7,21849,"11,20150188",1599,6530204,3,"9,03E-06","0,009114784489"
27710,exportable,JJ,3,"1,1,1",{<ex<(port)}>able>,"47,5177305",142,581016,2,"1,89E-05","0,0016993666","64,1025641",40,395451,"42,47990815",872,1227992,4,"3,18E-05","0,006025027035"
27711,exporter,NN,3,"1,1,1",{<ex<(port)}>er>,"29,78723404",142,581016,2,"1,89E-05","0,0016993666","43,58974359",40,395451,"17,86185658",2274,4569119,2,"3,55E-05","0,02502703538"
27714,expostulated,VB|JJ,3,"1,1,1",<ex<{(postul)>ate>},"65,95744681",142,581016,2,"1,89E-05","0,0016993666","33,33333333",4,2744,"73,61111111",937,2569118,3,"2,65E-05","0,01050517534"
27715,expostulates,VB,3,"1,1,1",<ex<{(postul)>ate>},"65,95744681",142,581016,2,"1,89E-05","0,0016993666","33,33333333",4,2744,"73,61111111",937,2569118,3,"2,65E-05","0,01050517534"
27716,expostulating,VB|NN|JJ,3,"1,1,1",<ex<{(postul)>ate>},"65,95744681",142,581016,2,"1,89E-05","0,0016993666","33,33333333",4,2744,"73,61111111",937,2569118,3,"2,65E-05","0,01050517534"
27722,expropriates,VB,3,"1,1,1",{<ex<(propri)>ate>},"46,09929078",142,581016,2,"1,89E-05","0,0016993666",60,11,84186,"58,33333333",937,2569118,3,"2,65E-05","0,01050517534"
27725,expulsions,NN,3,"1,1,1",{<ex<(pulse)}>ion>,"31,20567376",142,581016,2,"1,89E-05","0,0016993666","26,08695652",24,22017,"34,6057572",1599,6530204,3,"9,03E-06","0,009114784489"
27726,expropriating,VB|NN|JJ,3,"1,1,1",{<ex<(propri)>ate>},"46,09929078",142,581016,2,"1,89E-05","0,0016993666",60,11,84186,"58,33333333",937,2569118,3,"2,65E-05","0,01050517534"
27729,expurgate,VB,3,"1,1,1",{<ex<(purge)>ate>},"69,5035461",142,581016,2,"1,89E-05","0,0016993666","33,33333333",7,4579,"76,81623932",937,2569118,3,"2,65E-05","0,01050517534"
27730,expurgated,VB|JJ,3,"1,1,1",{<ex<(purge)>ate>},"69,5035461",142,581016,2,"1,89E-05","0,0016993666","33,33333333",7,4579,"76,81623932",937,2569118,3,"2,65E-05","0,01050517534"
27731,expurgates,VB,3,"1,1,1",{<ex<(purge)>ate>},"69,5035461",142,581016,2,"1,89E-05","0,0016993666","33,33333333",7,4579,"76,81623932",937,2569118,3,"2,65E-05","0,01050517534"
27732,expurgating,VB|NN|JJ,3,"1,1,1",{<ex<(purge)>ate>},"69,5035461",142,581016,2,"1,89E-05","0,0016993666","33,33333333",7,4579,"76,81623932",937,2569118,3,"2,65E-05","0,01050517534"
27740,extemporize,VB,3,"1,1,1",{<ex<(tempor)>ize>},"81,56028369",142,581016,2,"1,89E-05","0,0016993666","66,66666667",16,28548,"82,28438228",430,443161,3,"0,0001489300728","0,0101961996"
27741,extemporized,VB|JJ,3,"1,1,1",{<ex<(tempor)>ize>},"81,56028369",142,581016,2,"1,89E-05","0,0016993666","66,66666667",16,28548,"82,28438228",430,443161,3,"0,0001489300728","0,0101961996"
27742,extemporizes,VB,3,"1,1,1",{<ex<(tempor)>ize>},"81,56028369",142,581016,2,"1,89E-05","0,0016993666","66,66666667",16,28548,"82,28438228",430,443161,3,"0,0001489300728","0,0101961996"
27746,extemporizing,VB|NN|JJ,3,"1,1,1",{<ex<(tempor)>ize>},"81,56028369",142,581016,2,"1,89E-05","0,0016993666","66,66666667",16,28548,"82,28438228",430,443161,3,"0,0001489300728","0,0101961996"
27749,extenuated,VB|JJ,3,"1,1,1",{<ex<(tenu)>ate>},"46,80851064",142,581016,2,"1,89E-05","0,0016993666","66,66666667",4,984,"58,44017094",937,2569118,3,"2,65E-05","0,01050517534"
27750,extenuates,VB,3,"1,1,1",{<ex<(tenu)>ate>},"46,80851064",142,581016,2,"1,89E-05","0,0016993666","66,66666667",4,984,"58,44017094",937,2569118,3,"2,65E-05","0,01050517534"
27757,exterminated,VB,3,"1,1,1",{<ex<(termin)>ate>},"26,95035461",142,581016,2,"1,89E-05","0,0016993666","33,33333333",16,51262,"25,96153846",937,2569118,3,"2,65E-05","0,01050517534"
27758,exterminates,VB,3,"1,1,1",{<ex<(termin)>ate>},"26,95035461",142,581016,2,"1,89E-05","0,0016993666","33,33333333",16,51262,"25,96153846",937,2569118,3,"2,65E-05","0,01050517534"
27775,enfeeblement,NN,3,"1,1,1",<en<{(feeble)}>ment>,"89,79591837",148,331620,2,"2,11E-05","0,001081415109",100,7,1369,"93,37979094",288,1423689,4,"1,26E-05","0,002780781709"
27801,engravers,NN,3,"1,1,1",<en<{(grave)}>er>,"65,98639456",148,331620,2,"2,11E-05","0,001081415109","77,77777778",10,16546,"46,28244611",2274,4569119,2,"3,55E-05","0,02502703538"
27804,engrossingly,RB,3,"1,1,1",{<en<(gross)}>ly>,"93,87755102",148,331620,2,"2,11E-05","0,001081415109","85,71428571",8,11158,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
27813,enjoyments,NN,3,"1,1,1",<en<{(joy)}>ment>,"10,20408163",148,331620,2,"2,11E-05","0,001081415109","22,22222222",19,101901,"18,1184669",288,1423689,4,"1,26E-05","0,002780781709"
27820,enlightens,VB,3,"1,1,1",<en<{(light)}>en>,"7,482993197",148,331620,2,"2,11E-05","0,001081415109","4,545454545",45,176000,"7,881773399",204,655590,2,"1,68E-05","0,0016993666"
27822,enlistments,NN,3,"1,1,1",<en<{(list)}>ment>,"62,58503401",148,331620,2,"2,11E-05","0,001081415109","55,55555556",10,461423,"60,6271777",288,1423689,4,"1,26E-05","0,002780781709"
27823,enlivening,VB|NN,3,"1,1,1",<en<{(live)}>en>,"61,2244898",148,331620,2,"2,11E-05","0,001081415109","61,53846154",14,291215,"63,54679803",204,655590,2,"1,68E-05","0,0016993666"
27824,enlivens,VB,3,"1,1,1",<en<{(live)}>en>,"61,2244898",148,331620,2,"2,11E-05","0,001081415109","61,53846154",14,291215,"63,54679803",204,655590,2,"1,68E-05","0,0016993666"
27830,ennoblement,NN,3,"1,1,1",<en<{(noble)}>ment>,"93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,13,7463,"97,21254355",288,1423689,4,"1,26E-05","0,002780781709"
27850,ENQUIRER,NN,3,"1,1,1",{<en<(quire)}>er>,"27,21088435",148,331620,2,"2,11E-05","0,001081415109",40,26,311285,"22,12934448",2274,4569119,2,"3,55E-05","0,02502703538"
27853,enraptures,VB,3,"1,1,1",<en<{(rapt)}>ure>,"59,86394558",148,331620,2,"2,11E-05","0,001081415109","16,66666667",7,1204,"63,91752577",98,541479,3,"3,69E-06","0,0003089757454"
27854,enrapturing,VB,3,"1,1,1",<en<{(rapt)}>ure>,"59,86394558",148,331620,2,"2,11E-05","0,001081415109","16,66666667",7,1204,"63,91752577",98,541479,3,"3,69E-06","0,0003089757454"
27863,ENROLLMENTS,NN,3,"1,1,1",<en<{(roll)}>ment>,"22,44897959",148,331620,2,"2,11E-05","0,001081415109","44,44444444",10,59973,"26,82926829",288,1423689,4,"1,26E-05","0,002780781709"
27864,enrolment,NN,3,"1,1,1",<en<{(roll)}>ment>,"22,44897959",148,331620,2,"2,11E-05","0,001081415109","44,44444444",10,59973,"26,82926829",288,1423689,4,"1,26E-05","0,002780781709"
27865,enrolments,NN,3,"1,1,1",<en<{(roll)}>ment>,"22,44897959",148,331620,2,"2,11E-05","0,001081415109","44,44444444",10,59973,"26,82926829",288,1423689,4,"1,26E-05","0,002780781709"
27895,entanglements,NN,3,"1,1,1",<en<{(tangle)}>ment>,"48,29931973",148,331620,2,"2,11E-05","0,001081415109",40,6,4211,"48,08362369",288,1423689,4,"1,26E-05","0,002780781709"
27904,entertainingly,RB,3,"1,1,1",{<inter<(tain)}>ly>,"77,87610619",114,343106,5,"8,74E-06","0,0004634636181","88,23529412",18,225416,"46,9796341",2898,3857999,2,"4,48E-05","0,02672640198"
27907,enthrallingly,RB,3,"1,1,1",<en<{(thrall)}>ly>,"93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,3,520,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
27910,enthronements,NN,3,"1,1,1",<en<{(throne)}>ment>,"85,71428571",148,331620,2,"2,11E-05","0,001081415109",60,6,6435,"86,75958188",288,1423689,4,"1,26E-05","0,002780781709"
27919,entitlements,NN,3,"1,1,1",<en<{(title)}>ment>,"17,68707483",148,331620,2,"2,11E-05","0,001081415109",60,6,127240,"22,99651568",288,1423689,4,"1,26E-05","0,002780781709"
27922,entombment,NN,3,"1,1,1",<en<{(tomb)}>ment>,"80,27210884",148,331620,2,"2,11E-05","0,001081415109",100,4,9292,"82,92682927",288,1423689,4,"1,26E-05","0,002780781709"
27923,entombments,NN,3,"1,1,1",<en<{(tomb)}>ment>,"80,27210884",148,331620,2,"2,11E-05","0,001081415109",100,4,9292,"82,92682927",288,1423689,4,"1,26E-05","0,002780781709"
27936,entrapments,NN,3,"1,1,1",<en<{(trap)}>ment>,"45,57823129",148,331620,2,"2,11E-05","0,001081415109",40,11,19592,"47,03832753",288,1423689,4,"1,26E-05","0,002780781709"
27940,entreaties,NN,3,"1,1,1",{<en<(treat)}>y>,"71,42857143",148,331620,2,"2,11E-05","0,001081415109","87,5",9,69988,"38,67203219",2486,3870233,1,"4,99E-05","0,02981615943"
27942,entreatingly,RB,3,"1,1,1",{<en<(treat)}>ly>,"93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,9,69988,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
27947,entrenchments,NN,3,"1,1,1",<en<{(trench)}>ment>,"65,30612245",148,331620,2,"2,11E-05","0,001081415109",80,6,3784,"63,41463415",288,1423689,4,"1,26E-05","0,002780781709"
27957,enumerates,VB,3,"1,1,1",{<e<(numer)>ate>},"26,31578947",96,397964,1,"1,76E-05","0,001081415109","12,5",17,27136,"29,05982906",937,2569118,3,"2,65E-05","0,01050517534"
27961,enumerating,VB|NN|JJ,3,"1,1,1",{<e<(numer)>ate>},"26,31578947",96,397964,1,"1,76E-05","0,001081415109","12,5",17,27136,"29,05982906",937,2569118,3,"2,65E-05","0,01050517534"
27974,envisioning,VB|NN,3,"1,1,1",<en<{(vis)>ion>},"14,96598639",148,331620,2,"2,11E-05","0,001081415109","44,44444444",19,123713,"23,77972466",1599,6530204,3,"9,03E-06","0,009114784489"
28001,epiglottises,NN,3,"1,1,1",{<epi<(glott)>sis>},"66,66666667",16,4126,3,"0,0007270964615","0,0004634636181",100,4,165,"89,47368421",39,63372,3,"1,58E-05","0,0001544878727"
28003,EPIGENETIC,JJ,3,"1,1,1",{<epi<(gen)>ic>},"53,33333333",16,4126,3,"0,0007270964615","0,0004634636181","79,41176471",35,84143,"64,36327739",1014,1472797,2,"2,78E-05","0,006334002781"
28052,eradicated,VB,3,"1,1,1",{<e<(radic)>ate>},"23,15789474",96,397964,1,"1,76E-05","0,001081415109",25,9,13255,"27,02991453",937,2569118,3,"2,65E-05","0,01050517534"
28053,eradicates,VB,3,"1,1,1",{<e<(radic)>ate>},"23,15789474",96,397964,1,"1,76E-05","0,001081415109",25,9,13255,"27,02991453",937,2569118,3,"2,65E-05","0,01050517534"
28054,eradicating,VB,3,"1,1,1",{<e<(radic)>ate>},"23,15789474",96,397964,1,"1,76E-05","0,001081415109",25,9,13255,"27,02991453",937,2569118,3,"2,65E-05","0,01050517534"
28104,eruptions,NN,3,"1,1,1",{<e<(rupt)}>ion>,"14,73684211",96,397964,1,"1,76E-05","0,001081415109","16,66666667",25,61032,"19,71214018",1599,6530204,3,"9,03E-06","0,009114784489"
28151,espousals,NN,3,"1,1,1",{<e<(spouse)}>al>,"82,10526316",96,397964,1,"1,76E-05","0,001081415109",100,3,7394,"81,18881119",1431,4704731,2,"9,14E-06","0,006642978526"
28181,ejections,NN,3,"1,1,1",{<e<(ject)}>ion>,"36,84210526",96,397964,1,"1,76E-05","0,001081415109","54,28571429",36,444648,"42,24030038",1599,6530204,3,"9,03E-06","0,009114784489"
28182,ejectors,NN,3,"1,1,1",{<e<(ject)}>or>,"61,05263158",96,397964,1,"1,76E-05","0,001081415109",80,36,444648,"68,40277778",289,937614,2,"9,60E-06","0,001390390854"
28192,elaborating,VB|NN,3,"1,1,1",{<e<(labor)>ate>},"10,52631579",96,397964,1,"1,76E-05","0,001081415109","13,33333333",16,58951,"10,47008547",937,2569118,3,"2,65E-05","0,01050517534"
28302,elongates,VB,3,"1,1,1",{<e<(long)>ate>},"38,94736842",96,397964,1,"1,76E-05","0,001081415109","21,05263158",39,364660,"42,09401709",937,2569118,3,"2,65E-05","0,01050517534"
28303,elongating,VB|NN|JJ,3,"1,1,1",{<e<(long)>ate>},"38,94736842",96,397964,1,"1,76E-05","0,001081415109","21,05263158",39,364660,"42,09401709",937,2569118,3,"2,65E-05","0,01050517534"
28315,elucidates,VB,3,"1,1,1",<e<{(lucid)}>ate>,"34,73684211",96,397964,1,"1,76E-05","0,001081415109",25,5,5743,"37,5",937,2569118,3,"2,65E-05","0,01050517534"
28316,elucidating,VB|NN|JJ,3,"1,1,1",<e<{(lucid)}>ate>,"34,73684211",96,397964,1,"1,76E-05","0,001081415109",25,5,5743,"37,5",937,2569118,3,"2,65E-05","0,01050517534"
28317,elucidations,NN,3,"1,1,1",<e<{(lucid)}>ion>,"51,57894737",96,397964,1,"1,76E-05","0,001081415109",75,5,5743,"56,44555695",1599,6530204,3,"9,03E-06","0,009114784489"
28337,emasculates,VB,3,"1,1,1",{<e<(mascul)>ate>},"53,68421053",96,397964,1,"1,76E-05","0,001081415109","66,66666667",4,2089,"60,14957265",937,2569118,3,"2,65E-05","0,01050517534"
28338,emasculating,VB|NN|JJ,3,"1,1,1",{<e<(mascul)>ate>},"53,68421053",96,397964,1,"1,76E-05","0,001081415109","66,66666667",4,2089,"60,14957265",937,2569118,3,"2,65E-05","0,01050517534"
28341,embalmer,NN,3,"1,1,1",<en<{(balm)}>er>,"80,27210884",148,331620,2,"2,11E-05","0,001081415109",50,7,1814,"63,44038715",2274,4569119,2,"3,55E-05","0,02502703538"
28342,embalmers,NN,3,"1,1,1",<en<{(balm)}>er>,"80,27210884",148,331620,2,"2,11E-05","0,001081415109",50,7,1814,"63,44038715",2274,4569119,2,"3,55E-05","0,02502703538"
28347,embankments,NN,3,"1,1,1",<en<{(bank)}>ment>,"57,14285714",148,331620,2,"2,11E-05","0,001081415109","63,63636364",12,69931,"55,74912892",288,1423689,4,"1,26E-05","0,002780781709"
28361,embellishes,VB,3,"1,1,1",{<en<(bell)>ish>},"41,49659864",148,331620,2,"2,11E-05","0,001081415109","16,66666667",13,29420,"12,74900398",252,161977,3,"0,0001111268884","0,002780781709"
28362,embellishing,VB|NN|JJ,3,"1,1,1",{<en<(bell)>ish>},"41,49659864",148,331620,2,"2,11E-05","0,001081415109","16,66666667",13,29420,"12,74900398",252,161977,3,"0,0001111268884","0,002780781709"
28371,embitterment,NN,3,"1,1,1",<en<{(bitter)}>ment>,"87,07482993",148,331620,2,"2,11E-05","0,001081415109",100,8,8489,"88,85017422",288,1423689,4,"1,26E-05","0,002780781709"
28378,emboldening,VB|NN|JJ,3,"1,1,1",<en<{(bold)}>en>,"52,38095238",148,331620,2,"2,11E-05","0,001081415109","57,14285714",8,7624,"53,69458128",204,655590,2,"1,68E-05","0,0016993666"
28379,emboldens,VB,3,"1,1,1",<en<{(bold)}>en>,"52,38095238",148,331620,2,"2,11E-05","0,001081415109","57,14285714",8,7624,"53,69458128",204,655590,2,"1,68E-05","0,0016993666"
28413,emigrants,NN,3,"1,1,1",{<e<(migr)>ant>},"44,21052632",96,397964,1,"1,76E-05","0,001081415109","66,66666667",13,30080,"44,4924406",464,1534593,3,"7,82E-06","0,001853854472"
28414,emigrates,VB,3,"1,1,1",{<e<(migr)>ate>},"25,26315789",96,397964,1,"1,76E-05","0,001081415109","41,66666667",13,30080,"28,73931624",937,2569118,3,"2,65E-05","0,01050517534"
28416,emigre,NN,3,"1,1,1",{<e<(migr)>e>},"50,52631579",96,397964,1,"1,76E-05","0,001081415109",75,13,30080,"66,66666667",7,3807,1,0,0
28417,emigres,NN,3,"1,1,1",{<e<(migr)>e>},"50,52631579",96,397964,1,"1,76E-05","0,001081415109",75,13,30080,"66,66666667",7,3807,1,0,0
28452,emplacement,NN,3,"1,1,1",<en<{(place)}>ment>,"63,94557823",148,331620,2,"2,11E-05","0,001081415109",75,21,394083,"62,71777003",288,1423689,4,"1,26E-05","0,002780781709"
28453,emplacements,NN,3,"1,1,1",<en<{(place)}>ment>,"63,94557823",148,331620,2,"2,11E-05","0,001081415109",75,21,394083,"62,71777003",288,1423689,4,"1,26E-05","0,002780781709"
28483,enactments,NN,3,"1,1,1",<en<{(act)}>ment>,"28,57142857",148,331620,2,"2,11E-05","0,001081415109","46,55172414",59,716577,"34,49477352",288,1423689,4,"1,26E-05","0,002780781709"
28491,encampments,NN,3,"1,1,1",<en<{(camp)}>ment>,"53,7414966",148,331620,2,"2,11E-05","0,001081415109","62,5",9,30846,"52,96167247",288,1423689,4,"1,26E-05","0,002780781709"
28493,encapsulated,VB|JJ,3,"1,1,1",<en<{(capsule)}>ate>,"21,76870748",148,331620,2,"2,11E-05","0,001081415109",100,2,4954,"23,93162393",937,2569118,3,"2,65E-05","0,01050517534"
28494,encapsulates,VB,3,"1,1,1",<en<{(capsule)}>ate>,"21,76870748",148,331620,2,"2,11E-05","0,001081415109",100,2,4954,"23,93162393",937,2569118,3,"2,65E-05","0,01050517534"
28495,encapsulating,VB|NN,3,"1,1,1",<en<{(capsule)}>ate>,"21,76870748",148,331620,2,"2,11E-05","0,001081415109",100,2,4954,"23,93162393",937,2569118,3,"2,65E-05","0,01050517534"
28501,enchainment,NN,3,"1,1,1",<en<{(chain)}>ment>,"93,87755102",148,331620,2,"2,11E-05","0,001081415109",100,4,31800,"97,21254355",288,1423689,4,"1,26E-05","0,002780781709"
28511,enclosures,NN,3,"1,1,1",<en<{(close)}>ure>,"13,60544218",148,331620,2,"2,11E-05","0,001081415109","46,66666667",16,188225,"24,74226804",98,541479,3,"3,69E-06","0,0003089757454"
28522,encouragements,NN,3,"1,1,1",<en<{(courage)}>ment>,"16,32653061",148,331620,2,"2,11E-05","0,001081415109",30,11,52702,"22,29965157",288,1423689,4,"1,26E-05","0,002780781709"
28525,encrustations,NN,3,"1,1,1",<en<{(crust)}>ion>,"82,99319728",148,331620,2,"2,11E-05","0,001081415109","37,5",9,2559,"86,85857322",1599,6530204,3,"9,03E-06","0,009114784489"
28530,encumbrance,NN,3,"1,1,1",{<en<(cumber)>ance>},"66,66666667",148,331620,2,"2,11E-05","0,001081415109",40,6,1486,"62,73291925",323,977837,4,"7,16E-06","0,001081415109"
28536,endearingly,RB,3,"1,1,1",<en<{(dear)}>ly>,"80,27210884",148,331620,2,"2,11E-05","0,001081415109",100,10,33088,"55,36762168",2898,3857999,2,"4,48E-05","0,02672640198"
28614,duodecimal,JJ,3,"1,1,1",<duo<{(decim)>al>},0,1,5,3,0,0,"83,33333333",7,3837,"88,32167832",1431,4704731,2,"9,14E-06","0,006642978526"
28622,duplicates,NN,3,"1,1,1",{<du<(plic)>ate>},0,7,11303,2,"0,0001769441741","0,0003089757454",0,20,29024,"6,623931624",937,2569118,3,"2,65E-05","0,01050517534"
28623,duplicating,VB,3,"1,1,1",{<du<(plic)>ate>},0,7,11303,2,"0,0001769441741","0,0003089757454",0,20,29024,"6,623931624",937,2569118,3,"2,65E-05","0,01050517534"
28701,dyslexic,JJ|NN,3,"1,1,1",{<dys<(lexic)>ic>},25,5,1146,3,0,0,"57,14285714",8,4458,"29,12142152",1014,1472797,2,"2,78E-05","0,006334002781"
28853,EDWINA,NN,3,"1,1,1",{<ed<(win)>a>},100,2,2836,2,0,0,"81,81818182",12,120882,"61,66666667",61,89636,1,"2,23E-05","0,0003089757454"
28865,effacement,NN,3,"1,1,1",{<e<(face)}>ment>,"83,15789474",96,397964,1,"1,76E-05","0,001081415109","67,85714286",29,179045,"84,66898955",288,1423689,4,"1,26E-05","0,002780781709"
28870,effectives,NN,3,"1,1,1",{<e<(fect)}>ive>,"2,105263158",96,397964,1,"1,76E-05","0,001081415109","5,172413793",59,315367,"0,6908462867",580,1037354,3,"1,74E-05","0,002780781709"
28874,effectuated,VB|JJ,3,"1,1,1",{<e<(fect)}>ate>,"68,42105263",96,397964,1,"1,76E-05","0,001081415109","74,13793103",59,315367,"74,35897436",937,2569118,3,"2,65E-05","0,01050517534"
28875,effectuates,VB,3,"1,1,1",{<e<(fect)}>ate>,"68,42105263",96,397964,1,"1,76E-05","0,001081415109","74,13793103",59,315367,"74,35897436",937,2569118,3,"2,65E-05","0,01050517534"
28876,effectuating,VB|NN,3,"1,1,1",{<e<(fect)}>ate>,"68,42105263",96,397964,1,"1,76E-05","0,001081415109","74,13793103",59,315367,"74,35897436",937,2569118,3,"2,65E-05","0,01050517534"
28881,effeminacy,NN,3,"1,1,1",{<e<(femin)>acy>},"83,15789474",96,397964,1,"1,76E-05","0,001081415109","83,33333333",7,13905,"86,48648649",38,54541,3,"5,50E-05","0,0004634636181"
28895,effloresced,VB|JJ,3,"1,1,1",{<e<(flor)>esc>},"91,57894737",96,397964,1,"1,76E-05","0,001081415109",100,11,4568,"94,44444444",19,1822,3,"0,001646542261","0,0004634636181"
28896,effloresces,VB,3,"1,1,1",{<e<(flor)>esc>},"91,57894737",96,397964,1,"1,76E-05","0,001081415109",100,11,4568,"94,44444444",19,1822,3,"0,001646542261","0,0004634636181"
28897,efflorescing,VB|NN|JJ,3,"1,1,1",{<e<(flor)>esc>},"91,57894737",96,397964,1,"1,76E-05","0,001081415109",100,11,4568,"94,44444444",19,1822,3,"0,001646542261","0,0004634636181"
28910,effusions,NN,3,"1,1,1",{<e<(fuse)}>ion>,"74,73684211",96,397964,1,"1,76E-05","0,001081415109","61,9047619",22,56151,"80,41301627",1599,6530204,3,"9,03E-06","0,009114784489"
29104,downheartedly,RB,3,"1,1,1",<down<{(heart)}>ly>,"94,11764706",18,16907,4,0,0,"92,30769231",40,64172,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
29353,disinfestation,NN,3,"1,1,1",<dis<{(infest)}>ion>,"88,47457627",296,452605,3,"6,63E-05","0,004634636181","66,66666667",4,1426,"96,05757196",1599,6530204,3,"9,03E-06","0,009114784489"
29365,disintegrated,VB|JJ,3,"1,1,1",<dis<{(integer)>ate>},"13,55932203",296,452605,3,"6,63E-05","0,004634636181","55,55555556",10,62967,"18,8034188",937,2569118,3,"2,65E-05","0,01050517534"
29366,disintegrates,VB,3,"1,1,1",<dis<{(integer)>ate>},"13,55932203",296,452605,3,"6,63E-05","0,004634636181","55,55555556",10,62967,"18,8034188",937,2569118,3,"2,65E-05","0,01050517534"
29367,disloyalties,NN,3,"1,1,1",<dis<{(loyal)}>ity>,"60,33898305",296,452605,3,"6,63E-05","0,004634636181","66,66666667",7,8343,"61,83074266",580,1647588,3,"1,76E-05","0,004480148308"
29372,disinterestedly,RB,3,"1,1,1",<dis<{(interest)}>ly>,"78,6440678",296,452605,3,"6,63E-05","0,004634636181","66,66666667",7,381437,"65,44701415",2898,3857999,2,"4,48E-05","0,02672640198"
29373,disinterestedness,NN,3,"1,1,1",<dis<{(interest)}>ness>,"78,6440678",296,452605,3,"6,63E-05","0,004634636181","66,66666667",7,381437,"51,36876006",1243,181553,4,"0,0005838515475","0,01637571451"
29374,disinterment,NN,3,"1,1,1",<dis<{(inter)}>ment>,"64,40677966",296,452605,3,"6,63E-05","0,004634636181","66,66666667",4,2688,"74,91289199",288,1423689,4,"1,26E-05","0,002780781709"
29375,disinterments,NN,3,"1,1,1",<dis<{(inter)}>ment>,"64,40677966",296,452605,3,"6,63E-05","0,004634636181","66,66666667",4,2688,"74,91289199",288,1423689,4,"1,26E-05","0,002780781709"
29381,disjointing,VB|NN|JJ,3,"1,1,1",<dis<{(join)>t>},"31,52542373",296,452605,3,"6,63E-05","0,004634636181","28,57142857",15,86301,"33,33333333",49,133535,1,"2,25E-05","0,0004634636181"
29382,disjoints,VB,3,"1,1,1",<dis<{(join)>t>},"31,52542373",296,452605,3,"6,63E-05","0,004634636181","28,57142857",15,86301,"33,33333333",49,133535,1,"2,25E-05","0,0004634636181"
29383,disjunctions,NN,3,"1,1,1",{<dis<(junct)}>ion>,"55,25423729",296,452605,3,"6,63E-05","0,004634636181","72,72727273",12,11099,"68,3979975",1599,6530204,3,"9,03E-06","0,009114784489"
29386,dislodgement,NN,3,"1,1,1",<dis<{(lodge)}>ment>,"81,69491525",296,452605,3,"6,63E-05","0,004634636181",100,5,6956,"91,63763066",288,1423689,4,"1,26E-05","0,002780781709"
29389,disloyally,RB,3,"1,1,1",<dis<{(loyal)}>ly>,"68,81355932",296,452605,3,"6,63E-05","0,004634636181",100,7,8343,"50,60407318",2898,3857999,2,"4,48E-05","0,02672640198"
