ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*
22337,imperturbably,RB,4,"1,1,2",<im<{(perturb)}>able>>y>,"89,34550989",658,610746,2,"4,26E-05","0,00401668469","83,33333333",7,791,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035","73,64185111",2486,3870233,1,"4,99E-05","0,02981615943"
22376,impotently,RB,4,"1,1,2",{<im<(pot)>ant>}>ly>,"51,90258752",658,610746,2,"4,26E-05","0,00401668469","57,5",41,74693,"66,73866091",464,1534593,3,"7,82E-06","0,001853854472","38,76423887",2898,3857999,2,"4,48E-05","0,02672640198"
22383,impoverishment,NN,4,"1,1,2",{<in<(pover)>ish>}>ment>,"74,78991597",358,2402388,2,"6,66E-06","0,002471805963",100,3,8414,"27,49003984",252,161977,3,"0,0001111268884","0,002780781709","67,59581882",288,1423689,4,"1,26E-05","0,002780781709"
22394,impregnability,NN,4,"1,1,2",{<im<(pregn)>able>}>ity>,"87,06240487",658,610746,2,"4,26E-05","0,00401668469","66,66666667",7,21072,"86,68197474",872,1227992,4,"3,18E-05","0,006025027035","90,50086356",580,1647588,3,"1,76E-05","0,004480148308"
22395,impregnably,RB,4,"1,1,2",{<im<(pregn)>able>}>y>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469","83,33333333",7,21072,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035","81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
22404,impressively,RB,4,"1,1,2",{<in<(press)}>ive>>ly>,"65,82633053",358,2402388,2,"6,66E-06","0,002471805963","47,22222222",73,340039,"47,32297064",580,1037354,3,"1,74E-05","0,002780781709","27,23507076",2898,3857999,2,"4,48E-05","0,02672640198"
22405,impressiveness,NN,4,"1,1,2",{<in<(press)}>ive>>ness>,"87,95518207",358,2402388,2,"6,66E-06","0,002471805963","80,55555556",73,340039,"80,31088083",580,1037354,3,"1,74E-05","0,002780781709","41,06280193",1243,181553,4,"0,0005838515475","0,01637571451"
22408,inactivates,VB,4,"1,1,2",<im<{(act)}>ive>>ate>,"27,54946728",658,610746,2,"4,26E-05","0,00401668469","58,62068966",59,716577,"38,34196891",580,1037354,3,"1,74E-05","0,002780781709","47,00854701",937,2569118,3,"2,65E-05","0,01050517534"
22412,improbabilities,NN,4,"1,1,2",<im<{(prob)>able>}>ity>,"38,96499239",658,610746,2,"4,26E-05","0,00401668469","53,33333333",16,230747,"40,52812859",872,1227992,4,"3,18E-05","0,006025027035","52,33160622",580,1647588,3,"1,76E-05","0,004480148308"
22413,improbability,NN,4,"1,1,2",<im<{(prob)>able>}>ity>,"38,96499239",658,610746,2,"4,26E-05","0,00401668469","53,33333333",16,230747,"40,52812859",872,1227992,4,"3,18E-05","0,006025027035","52,33160622",580,1647588,3,"1,76E-05","0,004480148308"
22421,imprudently,RB,4,"1,1,2",<im<{(prud)>ant>}>ly>,"72,90715373",658,610746,2,"4,26E-05","0,00401668469","71,42857143",15,2916,"83,15334773",464,1534593,3,"7,82E-06","0,001853854472","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
22430,impulsively,RB,4,"1,1,2",{<in<(pulse)}>ive>>ly>,"72,82913165",358,2402388,2,"6,66E-06","0,002471805963","56,52173913",24,22017,"56,99481865",580,1037354,3,"1,74E-05","0,002780781709","35,38142906",2898,3857999,2,"4,48E-05","0,02672640198"
22431,impulsiveness,NN,4,"1,1,2",{<in<(pulse)}>ive>>ness>,"80,95238095",358,2402388,2,"6,66E-06","0,002471805963","78,26086957",24,22017,"71,3298791",580,1037354,3,"1,74E-05","0,002780781709","27,0531401",1243,181553,4,"0,0005838515475","0,01637571451"
22432,inaccessibility,NN,4,"1,1,2",<im<{(access)}>able>>ity>,"57,83866058",658,610746,2,"4,26E-05","0,00401668469","85,71428571",8,261580,"57,63490241",872,1227992,4,"3,18E-05","0,006025027035","67,18480138",580,1647588,3,"1,76E-05","0,004480148308"
22433,inaccessibly,RB,4,"1,1,2",<im<{(access)}>able>>y>,"89,34550989",658,610746,2,"4,26E-05","0,00401668469",100,8,261580,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035","73,64185111",2486,3870233,1,"4,99E-05","0,02981615943"
22434,inaccurately,RB,4,"1,1,2",<im<{(accur)>ate>}>ly>,"41,40030441",658,610746,2,"4,26E-05","0,00401668469",100,6,42243,"59,61538462",937,2569118,3,"2,65E-05","0,01050517534","29,51328961",2898,3857999,2,"4,48E-05","0,02672640198"
22435,inactivated,VB|JJ,4,"1,1,2",<im<{(act)}>ive>>ate>,"27,54946728",658,610746,2,"4,26E-05","0,00401668469","58,62068966",59,716577,"38,34196891",580,1037354,3,"1,74E-05","0,002780781709","47,00854701",937,2569118,3,"2,65E-05","0,01050517534"
22436,inactivating,VB,4,"1,1,2",<im<{(act)}>ive>>ate>,"27,54946728",658,610746,2,"4,26E-05","0,00401668469","58,62068966",59,716577,"38,34196891",580,1037354,3,"1,74E-05","0,002780781709","47,00854701",937,2569118,3,"2,65E-05","0,01050517534"
22437,inactively,RB,4,"1,1,2",<im<{(act)}>ive>>ly>,"70,92846271",658,610746,2,"4,26E-05","0,00401668469","91,37931034",59,716577,"79,62003454",580,1037354,3,"1,74E-05","0,002780781709","57,16258198",2898,3857999,2,"4,48E-05","0,02672640198"
22438,inadmissibility,NN,4,"1,1,2",<im<{(admit)}>able>>ity>,"79,45205479",658,610746,2,"4,26E-05","0,00401668469","87,5",9,53559,"78,64523536",872,1227992,4,"3,18E-05","0,006025027035","85,83765112",580,1647588,3,"1,76E-05","0,004480148308"
22439,inadmissibly,RB,4,"1,1,2",<im<{(admit)}>able>>y>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,9,53559,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035","81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
22441,inadvertently,RB,4,"1,1,2",<im<{(advert)>ant>}>ly>,"13,39421613",658,610746,2,"4,26E-05","0,00401668469",50,9,51906,"27,21382289",464,1534593,3,"7,82E-06","0,001853854472","12,63375906",2898,3857999,2,"4,48E-05","0,02672640198"
22445,inanimately,RB,4,"1,1,2",<im<{(anim)>ate>}>ly>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469","91,66666667",13,31452,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
22446,inanimateness,NN,4,"1,1,2",<im<{(anim)>ate>}>ness>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469","91,66666667",13,31452,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
22456,inarticulately,RB,4,"1,1,2",<im<{(articul)>ate>}>ly>,"82,80060883",658,610746,2,"4,26E-05","0,00401668469","66,66666667",7,3311,"91,02564103",937,2569118,3,"2,65E-05","0,01050517534","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
22457,inarticulateness,NN,4,"1,1,2",<im<{(articul)>ate>}>ness>,"82,80060883",658,610746,2,"4,26E-05","0,00401668469","66,66666667",7,3311,"91,02564103",937,2569118,3,"2,65E-05","0,01050517534","59,09822866",1243,181553,4,"0,0005838515475","0,01637571451"
22458,inattentively,RB,4,"1,1,2",<im<{(attend)}>ive>>ly>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,12,77400,"94,99136442",580,1037354,3,"1,74E-05","0,002780781709","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
22459,inattentiveness,NN,4,"1,1,2",<im<{(attend)}>ive>>ness>,"78,08219178",658,610746,2,"4,26E-05","0,00401668469","90,90909091",12,77400,"84,28324698",580,1037354,3,"1,74E-05","0,002780781709","49,35587762",1243,181553,4,"0,0005838515475","0,01637571451"
22461,inaudibly,RB,4,"1,1,2",<im<{(audio)>able>}>y>,"71,38508371",658,610746,2,"4,26E-05","0,00401668469","92,30769231",14,75288,"72,78989667",872,1227992,4,"3,18E-05","0,006025027035","53,07847082",2486,3870233,1,"4,99E-05","0,02981615943"
22464,inaugurations,NN,4,"1,1,2",{<in<(augur)>ate>}>ion>,"54,34173669",358,2402388,2,"6,66E-06","0,002471805963",50,5,2235,"45,72649573",937,2569118,3,"2,65E-05","0,01050517534","48,56070088",1599,6530204,3,"9,03E-06","0,009114784489"
22465,inauspiciously,RB,4,"1,1,2",<im<{(auspice)}>ious>>ly>,"87,06240487",658,610746,2,"4,26E-05","0,00401668469",80,6,971,"79,54545455",617,450833,4,"7,10E-05","0,004943611926","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
22466,inauspiciousness,NN,4,"1,1,2",<im<{(auspice)}>ious>>ness>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,6,971,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
22471,incalculably,RB,4,"1,1,2",<im<{(calcul)>able>}>y>,"81,43074581",658,610746,2,"4,26E-05","0,00401668469","91,66666667",13,29956,"80,48220436",872,1227992,4,"3,18E-05","0,006025027035","61,85110664",2486,3870233,1,"4,99E-05","0,02981615943"
22481,incarcerations,NN,4,"1,1,2",{<in<(carcer)>ate>}>ion>,"43,69747899",358,2402388,2,"6,66E-06","0,002471805963",100,2,1364,"37,17948718",937,2569118,3,"2,65E-05","0,01050517534","39,86232791",1599,6530204,3,"9,03E-06","0,009114784489"
22485,incarnations,NN,4,"1,1,2",{<in<(carn)>ate>}>ion>,"13,7254902",358,2402388,2,"6,66E-06","0,002471805963",0,9,12776,"10,57692308",937,2569118,3,"2,65E-05","0,01050517534","13,07884856",1599,6530204,3,"9,03E-06","0,009114784489"
22486,incautiously,RB,4,"1,1,2",<im<{(caut)>ious>}>ly>,"74,73363775",658,610746,2,"4,26E-05","0,00401668469","88,88888889",10,11301,"64,61038961",617,450833,4,"7,10E-05","0,004943611926","61,13220573",2898,3857999,2,"4,48E-05","0,02672640198"
22491,incautiousness,NN,4,"1,1,2",<im<{(caut)>ious>}>ness>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,10,11301,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
22495,incessantly,RB,4,"1,1,2",{<im<(cess)>ant>}>ly>,"28,15829528",658,610746,2,"4,26E-05","0,00401668469","68,18181818",23,220761,"46,00431965",464,1534593,3,"7,82E-06","0,001853854472","21,47048671",2898,3857999,2,"4,48E-05","0,02672640198"
22503,incinerators,NN,4,"1,1,2",{<in<(ciner)>ate>}>or>,"60,22408964",358,2402388,2,"6,66E-06","0,002471805963",50,3,985,"50,64102564",937,2569118,3,"2,65E-05","0,01050517534","53,125",289,937614,2,"9,60E-06","0,001390390854"
22512,incisively,RB,4,"1,1,2",{<in<(cise)}>ive>>ly>,"91,03641457",358,2402388,2,"6,66E-06","0,002471805963","72,72727273",12,8117,"85,83765112",580,1037354,3,"1,74E-05","0,002780781709","67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
22521,inclusively,RB,4,"1,1,2",{<in<(clude)}>ive>>ly>,"78,43137255",358,2402388,2,"6,66E-06","0,002471805963","83,33333333",19,506137,"66,66666667",580,1037354,3,"1,74E-05","0,002780781709","44,25267518",2898,3857999,2,"4,48E-05","0,02672640198"
22522,INCLUSIVENESS,NN,4,"1,1,2",{<in<(clude)}>ive>>ness>,"70,30812325",358,2402388,2,"6,66E-06","0,002471805963","72,22222222",19,506137,"51,8134715",580,1037354,3,"1,74E-05","0,002780781709","12,88244767",1243,181553,4,"0,0005838515475","0,01637571451"
22531,incompetency,NN,4,"1,1,2",<im<{(compete)>ance>}>y>,"63,16590563",658,610746,2,"4,26E-05","0,00401668469",100,14,72717,"74,53416149",323,977837,4,"7,16E-06","0,001081415109","44,6277666",2486,3870233,1,"4,99E-05","0,02981615943"
22535,incompetently,RB,4,"1,1,2",<im<{(compete)>ant>}>ly>,"60,1217656",658,610746,2,"4,26E-05","0,00401668469","92,30769231",14,72717,"72,78617711",464,1534593,3,"7,82E-06","0,001853854472","46,18570935",2898,3857999,2,"4,48E-05","0,02672640198"
22543,incorporeally,RB,4,"1,1,2",<im<{(corpor)>al>}>ly>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,12,93597,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
22546,incongruously,RB,4,"1,1,2",<im<{(congru)>ious>}>ly>,"68,79756469",658,610746,2,"4,26E-05","0,00401668469","42,85714286",8,433,"57,30519481",617,450833,4,"7,10E-05","0,004943611926","53,71073524",2898,3857999,2,"4,48E-05","0,02672640198"
22547,incongruousness,NN,4,"1,1,2",<im<{(congru)>ious>}>ness>,"87,06240487",658,610746,2,"4,26E-05","0,00401668469","85,71428571",8,433,"79,54545455",617,450833,4,"7,10E-05","0,004943611926","67,79388084",1243,181553,4,"0,0005838515475","0,01637571451"
22551,inconsequentially,RB,4,"1,1,2",<im<{(consequence)}>al>>ly>,"78,08219178",658,610746,2,"4,26E-05","0,00401668469",80,6,15485,"85,24475524",1431,4704731,2,"9,14E-06","0,006642978526","64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
22553,inconsiderately,RB,4,"1,1,2",<im<{(consider)}>ate>>ly>,"76,56012177",658,610746,2,"4,26E-05","0,00401668469","84,61538462",14,214085,"87,28632479",937,2569118,3,"2,65E-05","0,01050517534","62,37487056",2898,3857999,2,"4,48E-05","0,02672640198"
22554,inconsiderateness,NN,4,"1,1,2",<im<{(consider)}>ate>>ness>,"87,06240487",658,610746,2,"4,26E-05","0,00401668469",100,14,214085,"93,37606838",937,2569118,3,"2,65E-05","0,01050517534","67,79388084",1243,181553,4,"0,0005838515475","0,01637571451"
22556,inconsolably,RB,4,"1,1,2",<im<{(console)}>able>>y>,"87,06240487",658,610746,2,"4,26E-05","0,00401668469",75,5,15017,"86,68197474",872,1227992,4,"3,18E-05","0,006025027035","69,49698189",2486,3870233,1,"4,99E-05","0,02981615943"
22567,incorrigibly,RB,4,"1,1,2",<im<{(correct)>able>}>y>,"71,38508371",658,610746,2,"4,26E-05","0,00401668469","69,23076923",14,153124,"72,78989667",872,1227992,4,"3,18E-05","0,006025027035","53,07847082",2486,3870233,1,"4,99E-05","0,02981615943"
22568,incrementally,RB,4,"1,1,2",{<in<(crement)}>al>>ly>,"49,57983193",358,2402388,2,"6,66E-06","0,002471805963","66,66666667",4,12461,"38,11188811",1431,4704731,2,"9,14E-06","0,006642978526","17,70797377",2898,3857999,2,"4,48E-05","0,02672640198"
22571,incorrigibility,NN,4,"1,1,2",<im<{(correct)>able>}>ity>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,14,153124,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035","95,50949914",580,1647588,3,"1,76E-05","0,004480148308"
22573,incredibility,NN,4,"1,1,2",<im<{(cred)>able>}>ity>,"67,57990868",658,610746,2,"4,26E-05","0,00401668469","81,81818182",12,34208,"67,73823192",872,1227992,4,"3,18E-05","0,006025027035","75,47495682",580,1647588,3,"1,76E-05","0,004480148308"
22597,indecorousness,NN,4,"1,1,2",<im<{(decor)}>ious>>ness>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469","87,5",17,6036,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
22599,indefinably,RB,4,"1,1,2",<im<{(define)}>able>>y>,"85,23592085",658,610746,2,"4,26E-05","0,00401668469",100,15,231501,"84,27095293",872,1227992,4,"3,18E-05","0,006025027035","66,0362173",2486,3870233,1,"4,99E-05","0,02981615943"
22601,indelicately,RB,4,"1,1,2",<im<{(delic)>ate>}>ly>,"85,23592085",658,610746,2,"4,26E-05","0,00401668469",80,6,3539,"92,41452991",937,2569118,3,"2,65E-05","0,01050517534","73,86952019",2898,3857999,2,"4,48E-05","0,02672640198"
22617,indeterminably,RB,4,"1,1,2",<im<{(determine)}>able>>y>,"89,34550989",658,610746,2,"4,26E-05","0,00401668469","89,47368421",20,60442,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035","73,64185111",2486,3870233,1,"4,99E-05","0,02981615943"
22814,hyperbolical,JJ,4,"1,1,2",{<hyper<(bol)>ic>}>al>,"84,61538462",14,1760,5,0,0,100,12,4979,"94,37314906",1014,1472797,2,"2,78E-05","0,006334002781","96,08391608",1431,4704731,2,"9,14E-06","0,006642978526"
22816,hypercritically,RB,4,"1,1,2",<hyper<{(critic)}>al>>ly>,"84,61538462",14,1760,5,0,0,100,11,52947,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
22823,hypersensitivity,NN,4,"1,1,2",<hyper<{(sense)>ive>}>ity>,"15,38461538",14,1760,5,0,0,"42,22222222",46,144057,"42,48704663",580,1037354,3,"1,74E-05","0,002780781709","45,94127807",580,1647588,3,"1,76E-05","0,004480148308"
22841,hypodermically,RB,4,"1,1,2",{<hypo<(derm)>ic>}>ly>,"83,33333333",19,17644,4,"0,0001700294718","0,0004634636181",100,9,1100,"90,91806515",1014,1472797,2,"2,78E-05","0,006334002781","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
22849,HYPOTHALAMICALLY,NN|VB,4,"1,1,2",{<hypo<(thalam)>ic>}>ly>,"83,33333333",19,17644,4,"0,0001700294718","0,0004634636181",100,3,82,"90,91806515",1014,1472797,2,"2,78E-05","0,006334002781","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
22853,hypothetically,RB,4,"1,1,2",{<hypo<(thetic)}>al>>ly>,"33,33333333",19,17644,4,"0,0001700294718","0,0004634636181","33,33333333",7,7461,"43,63636364",1431,4704731,2,"9,14E-06","0,006642978526","20,78011736",2898,3857999,2,"4,48E-05","0,02672640198"
22970,illegitimately,RB,4,"1,1,2",<im<{(legitim)>ate>}>ly>,"61,94824962",658,610746,2,"4,26E-05","0,00401668469","85,71428571",8,15440,"77,56410256",937,2569118,3,"2,65E-05","0,01050517534","47,80807732",2898,3857999,2,"4,48E-05","0,02672640198"
22976,illiterately,RB,4,"1,1,2",<im<{(litera)>ate>}>ly>,"76,56012177",658,610746,2,"4,26E-05","0,00401668469","80,95238095",22,48192,"87,28632479",937,2569118,3,"2,65E-05","0,01050517534","62,37487056",2898,3857999,2,"4,48E-05","0,02672640198"
22978,illogicalities,NN,4,"1,1,2",<im<{(logic)}>al>>ity>,"74,12480974",658,610746,2,"4,26E-05","0,00401668469","77,77777778",10,58440,"83,21678322",1431,4704731,2,"9,14E-06","0,006642978526","81,17443869",580,1647588,3,"1,76E-05","0,004480148308"
22981,illogically,RB,4,"1,1,2",<im<{(logic)}>al>>ly>,"42,31354642",658,610746,2,"4,26E-05","0,00401668469","55,55555556",10,58440,"56,29370629",1431,4704731,2,"9,14E-06","0,006642978526","30,41076976",2898,3857999,2,"4,48E-05","0,02672640198"
22982,illogicalness,NN,4,"1,1,2",<im<{(logic)}>al>>ness>,"92,54185693",658,610746,2,"4,26E-05","0,00401668469",100,10,58440,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
23016,immaculately,RB,4,"1,1,2",{<im<(macul)>ate>}>ly>,"52,05479452",658,610746,2,"4,26E-05","0,00401668469",100,2,794,"70,51282051",937,2569118,3,"2,65E-05","0,01050517534","38,9368312",2898,3857999,2,"4,48E-05","0,02672640198"
26985,externally,RB,4,"1,1,2",{<ex<(tern)>al>}>ly>,"28,36879433",142,581016,2,"1,89E-05","0,0016993666","41,66666667",13,84483,"25,8041958",1431,4704731,2,"9,14E-06","0,006642978526","11,3220573",2898,3857999,2,"4,48E-05","0,02672640198"
27000,extortionate,JJ,4,"1,1,2",{<ex<(tort)}>ion>>ate>,"60,9929078",142,581016,2,"1,89E-05","0,0016993666","64,28571429",15,15330,"72,96620776",1599,6530204,3,"9,03E-06","0,009114784489","71,36752137",937,2569118,3,"2,65E-05","0,01050517534"
27001,extortioner,NN,4,"1,1,2",{<ex<(tort)}>ion>>er>,"90,07092199",142,581016,2,"1,89E-05","0,0016993666",100,15,15330,"96,05757196",1599,6530204,3,"9,03E-06","0,009114784489","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
27003,extortioners,NN,4,"1,1,2",{<ex<(tort)}>ion>>er>,"90,07092199",142,581016,2,"1,89E-05","0,0016993666",100,15,15330,"96,05757196",1599,6530204,3,"9,03E-06","0,009114784489","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
27004,extortionists,NN,4,"1,1,2",{<ex<(tort)}>ion>>ist>,"64,53900709",142,581016,2,"1,89E-05","0,0016993666","71,42857143",15,15330,"75,40675845",1599,6530204,3,"9,03E-06","0,009114784489","65,72668113",462,382916,3,"6,27E-05","0,003707708945"
27435,eugenically,RB,4,"1,1,2",{<eu<(gen)>ic>}>ly>,"82,35294118",18,2603,2,"0,0007683442182","0,0003089757454","94,11764706",35,84143,"88,45014808",1014,1472797,2,"2,78E-05","0,006334002781","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
27438,eulogistic,JJ,4,"1,1,2",{<eu<(log)>ist>}>ic>,"88,23529412",18,2603,2,"0,0007683442182","0,0003089757454","92,99065421",215,380513,"92,62472885",462,382916,3,"6,27E-05","0,003707708945","90,91806515",1014,1472797,2,"2,78E-05","0,006334002781"
27451,euphorically,RB,4,"1,1,2",{<eu<(phor)>ic>}>ly>,"70,58823529",18,2603,2,"0,0007683442182","0,0003089757454",100,6,4941,"84,89634748",1014,1472797,2,"2,78E-05","0,006334002781","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
27470,evacuations,NN,4,"1,1,2",{<e<(vacu)>ate>}>ion>,"27,36842105",96,397964,1,"1,76E-05","0,001081415109",20,16,22838,"29,38034188",937,2569118,3,"2,65E-05","0,01050517534","32,4155194",1599,6530204,3,"9,03E-06","0,009114784489"
27492,evaporations,NN,4,"1,1,2",{<e<(vapor)>ate>}>ion>,"33,68421053",96,397964,1,"1,76E-05","0,001081415109","33,33333333",7,7198,"37,39316239",937,2569118,3,"2,65E-05","0,01050517534","40,05006258",1599,6530204,3,"9,03E-06","0,009114784489"
27574,excommunications,NN,4,"1,1,2",{<ex<(communic)>ate>}>ion>,"50,35460993",142,581016,2,"1,89E-05","0,0016993666","46,66666667",16,144552,"62,60683761",937,2569118,3,"2,65E-05","0,01050517534","63,95494368",1599,6530204,3,"9,03E-06","0,009114784489"
27598,exculpation,NN,4,"1,1,2",{<ex<(culp)>ate>}>ion>,"82,9787234",142,581016,2,"1,89E-05","0,0016993666",75,5,534,"89,1025641",937,2569118,3,"2,65E-05","0,01050517534","91,42678348",1599,6530204,3,"9,03E-06","0,009114784489"
27601,excursionist,NN|JJ,4,"1,1,2",{<ex<(curse)>ion>}>ist>,"90,07092199",142,581016,2,"1,89E-05","0,0016993666","93,75",17,28041,"96,05757196",1599,6530204,3,"9,03E-06","0,009114784489","92,62472885",462,382916,3,"6,27E-05","0,003707708945"
27602,excursionists,NN,4,"1,1,2",{<ex<(curse)>ion>}>ist>,"90,07092199",142,581016,2,"1,89E-05","0,0016993666","93,75",17,28041,"96,05757196",1599,6530204,3,"9,03E-06","0,009114784489","92,62472885",462,382916,3,"6,27E-05","0,003707708945"
27633,exhibitioner,NN,4,"1,1,2",{<ex<(hibit)}>ion>>er>,"94,32624113",142,581016,2,"1,89E-05","0,0016993666","94,44444444",19,40276,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
27634,exhibitioners,NN,4,"1,1,2",{<ex<(hibit)}>ion>>er>,"94,32624113",142,581016,2,"1,89E-05","0,0016993666","94,44444444",19,40276,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
27635,exhibitionist,NN|JJ,4,"1,1,2",{<ex<(hibit)}>ion>>ist>,"40,42553191",142,581016,2,"1,89E-05","0,0016993666",50,19,40276,"49,87484355",1599,6530204,3,"9,03E-06","0,009114784489","32,75488069",462,382916,3,"6,27E-05","0,003707708945"
27637,exhibitionists,NN,4,"1,1,2",{<ex<(hibit)}>ion>>ist>,"40,42553191",142,581016,2,"1,89E-05","0,0016993666",50,19,40276,"49,87484355",1599,6530204,3,"9,03E-06","0,009114784489","32,75488069",462,382916,3,"6,27E-05","0,003707708945"
27663,exorbitantly,RB,4,"1,1,2",{<ex<(orbit)>ant>}>ly>,"72,34042553",142,581016,2,"1,89E-05","0,0016993666",80,6,11239,"77,32181425",464,1534593,3,"7,82E-06","0,001853854472","50,60407318",2898,3857999,2,"4,48E-05","0,02672640198"
27687,expediently,RB,4,"1,1,2",{<ex<(ped)>ant>}>ly>,"73,75886525",142,581016,2,"1,89E-05","0,0016993666",75,17,10650,"78,18574514",464,1534593,3,"7,82E-06","0,001853854472","52,22644115",2898,3857999,2,"4,48E-05","0,02672640198"
27709,explosiveness,NN,4,"1,1,2",{<ex<(plode)}>ive>>ness>,"74,46808511",142,581016,2,"1,89E-05","0,0016993666",100,7,21849,"75,30224525",580,1037354,3,"1,74E-05","0,002780781709","34,13848631",1243,181553,4,"0,0005838515475","0,01637571451"
27717,expostulations,NN,4,"1,1,2",<ex<{(postul)>ate>}>ion>,"79,43262411",142,581016,2,"1,89E-05","0,0016993666",100,4,2744,"87,82051282",937,2569118,3,"2,65E-05","0,01050517534","89,79974969",1599,6530204,3,"9,03E-06","0,009114784489"
27720,expressively,RB,4,"1,1,2",{<ex<(press)}>ive>>ly>,"67,37588652",142,581016,2,"1,89E-05","0,0016993666","69,44444444",73,340039,"65,63039724",580,1037354,3,"1,74E-05","0,002780781709","43,11356576",2898,3857999,2,"4,48E-05","0,02672640198"
27733,expurgations,NN,4,"1,1,2",{<ex<(purge)>ate>}>ion>,"85,10638298",142,581016,2,"1,89E-05","0,0016993666","83,33333333",7,4579,"91,02564103",937,2569118,3,"2,65E-05","0,01050517534","92,49061327",1599,6530204,3,"9,03E-06","0,009114784489"
27734,extemporaneously,RB,4,"1,1,2",{<ex<(tempor)>ious>}>ly>,"76,59574468",142,581016,2,"1,89E-05","0,0016993666",60,16,28548,"62,5",617,450833,4,"7,10E-05","0,004943611926","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
27735,extemporaneousness,NN,4,"1,1,2",{<ex<(tempor)>ious>}>ness>,"94,32624113",142,581016,2,"1,89E-05","0,0016993666","86,66666667",16,28548,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
27736,extemporarily,RB,4,"1,1,2",{<ex<(tempor)>ory>}>ly>,"94,32624113",142,581016,2,"1,89E-05","0,0016993666","86,66666667",16,28548,"95,77464789",356,725186,3,"2,62E-05","0,002935269581","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
27738,extemporization,NN,4,"1,1,2",{<ex<(tempor)>ize>}>ion>,"94,32624113",142,581016,2,"1,89E-05","0,0016993666","86,66666667",16,28548,"95,33799534",430,443161,3,"0,0001489300728","0,0101961996","97,55944931",1599,6530204,3,"9,03E-06","0,009114784489"
