ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,PREF2_PFMF,PREF2_FamSize,PREF2_Freq_HAL,PREF2_length,PREF2_P,PREF2_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
49767,reimburseable,JJ,4,"2,1,1",<re<{<in<(burse)}>able>,"96,18473896",499,2175658,2,"1,38E-05","0,004634636181","93,83753501",358,2402388,2,"6,66E-06","0,002471805963",100,5,3787,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035"
49769,reimbursement,NN,4,"2,1,1",<re<{<in<(burse)}>ment>,"22,69076305",499,2175658,2,"1,38E-05","0,004634636181","26,61064426",358,2402388,2,"6,66E-06","0,002471805963",0,5,3787,"23,69337979",288,1423689,4,"1,26E-05","0,002780781709"
49770,reimbursements,NN,4,"2,1,1",<re<{<in<(burse)}>ment>,"22,69076305",499,2175658,2,"1,38E-05","0,004634636181","26,61064426",358,2402388,2,"6,66E-06","0,002471805963",0,5,3787,"23,69337979",288,1423689,4,"1,26E-05","0,002780781709"
49773,reincarnate,JJ,4,"2,1,1",<re<{<in<(carn)>ate>},"41,96787149",499,2175658,2,"1,38E-05","0,004634636181","47,89915966",358,2402388,2,"6,66E-06","0,002471805963",50,9,12776,"39,85042735",937,2569118,3,"2,65E-05","0,01050517534"
49774,reincarnated,VB,4,"2,1,1",<re<{<in<(carn)>ate>},"41,96787149",499,2175658,2,"1,38E-05","0,004634636181","47,89915966",358,2402388,2,"6,66E-06","0,002471805963",50,9,12776,"39,85042735",937,2569118,3,"2,65E-05","0,01050517534"
49780,reinforcement,NN,4,"2,1,1",<re<<in<{(force)}>ment>,"26,10441767",499,2175658,2,"1,38E-05","0,004634636181","29,41176471",358,2402388,2,"6,66E-06","0,002471805963","30,76923077",14,174868,"27,17770035",288,1423689,4,"1,26E-05","0,002780781709"
49781,reinforcements,NN,4,"2,1,1",<re<<in<{(force)}>ment>,"26,10441767",499,2175658,2,"1,38E-05","0,004634636181","29,41176471",358,2402388,2,"6,66E-06","0,002471805963","30,76923077",14,174868,"27,17770035",288,1423689,4,"1,26E-05","0,002780781709"
49788,reinstatement,NN,4,"2,1,1",<re<{<in<(state)}>ment>,"60,24096386",499,2175658,2,"1,38E-05","0,004634636181","66,94677871",358,2402388,2,"6,66E-06","0,002471805963","65,51724138",30,451541,"54,00696864",288,1423689,4,"1,26E-05","0,002780781709"
49789,reinstitution,NN,4,"2,1,1",<re<{<in<(stitute)}>ion>,"81,92771084",499,2175658,2,"1,38E-05","0,004634636181","84,03361345",358,2402388,2,"6,66E-06","0,002471805963",92,26,153966,"82,47809762",1599,6530204,3,"9,03E-06","0,009114784489"
49790,reinsurance,NN,4,"2,1,1",<re<{<in<(sure)}>ance>,"65,06024096",499,2175658,2,"1,38E-05","0,004634636181","70,58823529",358,2402388,2,"6,66E-06","0,002471805963","60,86956522",24,362162,"56,52173913",323,977837,4,"7,16E-06","0,001081415109"
50051,reassurance,NN,4,"2,1,1",<re<{<a<(sure)}>ance>,"44,37751004",499,2175658,2,"1,38E-05","0,004634636181","38,63636364",309,1336429,1,"1,72E-05","0,003553221072","47,82608696",24,362162,"36,64596273",323,977837,4,"7,16E-06","0,001081415109"
50055,reassuringly,RB,4,"2,1,1",<re<{<a<(sure)}>ly>,"67,87148594",499,2175658,2,"1,38E-05","0,004634636181","65,58441558",309,1336429,1,"1,72E-05","0,003553221072","69,56521739",24,362162,"34,86365205",2898,3857999,2,"4,48E-05","0,02672640198"
50056,reawaken,VB,4,"2,1,1",<re<<a<{(wake)}>en>,"74,89959839",499,2175658,2,"1,38E-05","0,004634636181","72,4025974",309,1336429,1,"1,72E-05","0,003553221072","57,14285714",8,24405,"77,33990148",204,655590,2,"1,68E-05","0,0016993666"
50190,reconstruction,NN,4,"2,1,1",<re<{<co<(struct)}>ion>,"12,4497992",499,2175658,2,"1,38E-05","0,004634636181","17,07317073",370,1256048,2,"1,51E-05","0,002935269581","31,42857143",36,214564,"16,39549437",1599,6530204,3,"9,03E-06","0,009114784489"
50291,redistribution,NN,4,"2,1,1",<re<{<dis<(tribute)}>ion>,"19,47791165",499,2175658,2,"1,38E-05","0,004634636181","14,23728814",296,452605,3,"6,63E-05","0,004634636181","52,63157895",20,191395,"23,84230288",1599,6530204,3,"9,03E-06","0,009114784489"
50313,reduplicate,VB,4,"2,1,1",<re<{<du<(plic)>ate>},"84,73895582",499,2175658,2,"1,38E-05","0,004634636181",100,7,11303,2,"0,0001769441741","0,0003089757454","94,73684211",20,29024,"82,26495726",937,2569118,3,"2,65E-05","0,01050517534"
50748,readjustment,NN,4,"2,1,1",<re<{<a<(just)}>ment>,"64,25702811",499,2175658,2,"1,38E-05","0,004634636181","59,74025974",309,1336429,1,"1,72E-05","0,003553221072","76,19047619",22,1112386,"58,88501742",288,1423689,4,"1,26E-05","0,002780781709"
50757,reaffirmation,NN,4,"2,1,1",<re<{<a<(firm)}>ion>,"72,28915663",499,2175658,2,"1,38E-05","0,004634636181","69,15584416",309,1336429,1,"1,72E-05","0,003553221072","93,33333333",16,91168,"71,83979975",1599,6530204,3,"9,03E-06","0,009114784489"
50764,realignment,NN,4,"2,1,1",<re<{<a<(line)}>ment>,"60,64257028",499,2175658,2,"1,38E-05","0,004634636181","55,19480519",309,1336429,1,"1,72E-05","0,003553221072","57,14285714",64,426769,"54,70383275",288,1423689,4,"1,26E-05","0,002780781709"
50800,reapportionment,NN,4,"2,1,1",<re<<a<{(portion)}>ment>,"91,36546185",499,2175658,2,"1,38E-05","0,004634636181","88,31168831",309,1336429,1,"1,72E-05","0,003553221072","85,71428571",15,33674,"86,75958188",288,1423689,4,"1,26E-05","0,002780781709"
51723,presupposition,NN,4,"2,1,1",<pre<{<su<(pose)}>ion>,"44,02985075",135,155948,3,"0,000102598302","0,002471805963","73,33333333",16,116261,2,0,0,"59,25925926",55,328330,"50,37546934",1599,6530204,3,"9,03E-06","0,009114784489"
51724,presuppositions,NN,4,"2,1,1",<pre<{<su<(pose)}>ion>,"44,02985075",135,155948,3,"0,000102598302","0,002471805963","73,33333333",16,116261,2,0,0,"59,25925926",55,328330,"50,37546934",1599,6530204,3,"9,03E-06","0,009114784489"
52271,preconception,NN,4,"2,1,1",<pre<{<co<(cept)}>ion>,"41,79104478",135,155948,3,"0,000102598302","0,002471805963","49,59349593",370,1256048,2,"1,51E-05","0,002935269581","59,57446809",48,216413,"49,43679599",1599,6530204,3,"9,03E-06","0,009114784489"
52272,preconceptions,NN,4,"2,1,1",<pre<{<co<(cept)}>ion>,"41,79104478",135,155948,3,"0,000102598302","0,002471805963","49,59349593",370,1256048,2,"1,51E-05","0,002935269581","59,57446809",48,216413,"49,43679599",1599,6530204,3,"9,03E-06","0,009114784489"
52312,predisposition,NN,4,"2,1,1",<pre<{<dis<(posit)>ion>},"38,80597015",135,155948,3,"0,000102598302","0,002471805963","35,25423729",296,452605,3,"6,63E-05","0,004634636181",50,17,238299,"47,12140175",1599,6530204,3,"9,03E-06","0,009114784489"
55049,noninflammable,JJ,4,"2,1,1",<non<<in<{(flame)>able>},"77,46478873",72,16866,3,"0,0002964544053","0,0007724393635","96,07843137",358,2402388,2,"6,66E-06","0,002471805963",100,11,67077,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035"
55050,noninterference,NN,4,"2,1,1",<non<{<inter<(fere)}>ance>,"46,47887324",72,16866,3,"0,0002964544053","0,0007724393635","87,61061947",114,343106,5,"8,74E-06","0,0004634636181",100,4,12268,"82,29813665",323,977837,4,"7,16E-06","0,001081415109"
55051,nonintervention,NN,4,"2,1,1",<non<{<inter<(vene)}>ion>,"40,84507042",72,16866,3,"0,0002964544053","0,0007724393635","84,95575221",114,343106,5,"8,74E-06","0,0004634636181","87,5",9,12237,"84,29286608",1599,6530204,3,"9,03E-06","0,009114784489"
55074,nonrestrictive,JJ,4,"2,1,1",<non<{<re<(strict)}>ive>,"33,8028169",72,16866,3,"0,0002964544053","0,0007724393635","79,91967871",499,2175658,2,"1,38E-05","0,004634636181","77,77777778",19,61851,"73,22970639",580,1037354,3,"1,74E-05","0,002780781709"
55075,nonsegregated,VB,4,"2,1,1",<non<{<se<(greg)>ate>},"77,46478873",72,16866,3,"0,0002964544053","0,0007724393635",100,15,6736,2,0,0,100,17,31035,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534"
55793,noncommissioned,JJ,4,"2,1,1",<non<{<co<(miss)>ion>},"35,21126761",72,16866,3,"0,0002964544053","0,0007724393635","79,40379404",370,1256048,2,"1,51E-05","0,002935269581",80,11,136022,"80,97622028",1599,6530204,3,"9,03E-06","0,009114784489"
55797,nonconductor,NN,4,"2,1,1",<non<{<co<(duct)}>or>,"59,15492958",72,16866,3,"0,0002964544053","0,0007724393635","88,88888889",370,1256048,2,"1,51E-05","0,002935269581","92,42424242",67,559015,"88,19444444",289,937614,2,"9,60E-06","0,001390390854"
55798,nonconformist,NN|JJ,4,"2,1,1",<non<{<co<(form)}>ist>,"22,53521127",72,16866,3,"0,0002964544053","0,0007724393635","68,29268293",370,1256048,2,"1,51E-05","0,002935269581","60,46511628",44,247116,"62,03904555",462,382916,3,"6,27E-05","0,003707708945"
55799,nonconformists,NN,4,"2,1,1",<non<{<co<(form)}>ist>,"22,53521127",72,16866,3,"0,0002964544053","0,0007724393635","68,29268293",370,1256048,2,"1,51E-05","0,002935269581","60,46511628",44,247116,"62,03904555",462,382916,3,"6,27E-05","0,003707708945"
55804,nonconformity,NN,4,"2,1,1",<non<{<co<(form)}>ity>,"19,71830986",72,16866,3,"0,0002964544053","0,0007724393635","65,85365854",370,1256048,2,"1,51E-05","0,002935269581","55,81395349",44,247116,"58,37651123",580,1647588,3,"1,76E-05","0,004480148308"
55807,nondescriptly,RB,4,"2,1,1",{<non<<de<(script)}>ly>,"77,46478873",72,16866,3,"0,0002964544053","0,0007724393635","94,52554745",275,559431,2,"4,65E-05","0,00401668469","97,56097561",42,343830,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
56756,misalignment,NN,4,"2,1,1",<mis<{<a<(line)}>ment>,50,111,103160,3,"0,0001260178364","0,002008342345","58,44155844",309,1336429,1,"1,72E-05","0,003553221072","63,49206349",64,426769,"57,83972125",288,1423689,4,"1,26E-05","0,002780781709"
56766,misappropriate,VB,4,"2,1,1",<mis<{<a<(propri)>ate>},"54,54545455",111,103160,3,"0,0001260178364","0,002008342345","64,28571429",309,1336429,1,"1,72E-05","0,003553221072",80,11,84186,"65,70512821",937,2569118,3,"2,65E-05","0,01050517534"
56767,misapprehension,NN,4,"2,1,1",<mis<{<a<(prehend)}>ion>,"47,27272727",111,103160,3,"0,0001260178364","0,002008342345","55,84415584",309,1336429,1,"1,72E-05","0,003553221072","47,61904762",22,23628,"60,32540676",1599,6530204,3,"9,03E-06","0,009114784489"
56785,misconception,NN,4,"2,1,1",<mis<{<co<(cept)}>ion>,"6,363636364",111,103160,3,"0,0001260178364","0,002008342345","23,57723577",370,1256048,2,"1,51E-05","0,002935269581","17,0212766",48,216413,"23,09136421",1599,6530204,3,"9,03E-06","0,009114784489"
56786,misconceptions,NN,4,"2,1,1",<mis<{<co<(cept)}>ion>,"6,363636364",111,103160,3,"0,0001260178364","0,002008342345","23,57723577",370,1256048,2,"1,51E-05","0,002935269581","17,0212766",48,216413,"23,09136421",1599,6530204,3,"9,03E-06","0,009114784489"
56788,misconstruction,NN,4,"2,1,1",<mis<{<co<(struct)}>ion>,"70,90909091",111,103160,3,"0,0001260178364","0,002008342345","73,98373984",370,1256048,2,"1,51E-05","0,002935269581",80,36,214564,"76,90863579",1599,6530204,3,"9,03E-06","0,009114784489"
56789,misconstructions,NN,4,"2,1,1",<mis<{<co<(struct)}>ion>,"70,90909091",111,103160,3,"0,0001260178364","0,002008342345","73,98373984",370,1256048,2,"1,51E-05","0,002935269581",80,36,214564,"76,90863579",1599,6530204,3,"9,03E-06","0,009114784489"
57998,maladjustment,NN,4,"2,1,1",<mal<{<a<(just)}>ment>,"76,47058824",18,3848,3,0,0,"75,64935065",309,1336429,1,"1,72E-05","0,003553221072","85,71428571",22,1112386,"75,95818815",288,1423689,4,"1,26E-05","0,002780781709"
57999,maladjustments,NN,4,"2,1,1",<mal<{<a<(just)}>ment>,"76,47058824",18,3848,3,0,0,"75,64935065",309,1336429,1,"1,72E-05","0,003553221072","85,71428571",22,1112386,"75,95818815",288,1423689,4,"1,26E-05","0,002780781709"
59704,irreconcilable,JJ,4,"2,1,1",<im<{<re<(concile)}>able>,"34,85540335",658,610746,2,"4,26E-05","0,00401668469","56,42570281",499,2175658,2,"1,38E-05","0,004634636181","22,22222222",10,3740,"34,6727899",872,1227992,4,"3,18E-05","0,006025027035"
59709,irreducible,JJ,4,"2,1,1",<im<{<re<(duct)}>able>,"40,63926941",658,610746,2,"4,26E-05","0,00401668469","62,24899598",499,2175658,2,"1,38E-05","0,004634636181","65,15151515",67,559015,"41,67623421",872,1227992,4,"3,18E-05","0,006025027035"
59720,irremovable,JJ,4,"2,1,1",<im<{<re<(move)}>able>,"80,51750381",658,610746,2,"4,26E-05","0,00401668469","91,96787149",499,2175658,2,"1,38E-05","0,004634636181","87,5",17,403110,"79,4489093",872,1227992,4,"3,18E-05","0,006025027035"
59721,irreparable,JJ,4,"2,1,1",<im<{<re<(pair)}>able>,"30,74581431",658,610746,2,"4,26E-05","0,00401668469","52,20883534",499,2175658,2,"1,38E-05","0,004634636181","41,66666667",13,56847,"29,73593571",872,1227992,4,"3,18E-05","0,006025027035"
59723,irreplaceable,JJ,4,"2,1,1",<im<{<re<(place)}>able>,"30,2891933",658,610746,2,"4,26E-05","0,00401668469","51,80722892",499,2175658,2,"1,38E-05","0,004634636181",70,21,394083,"29,04707233",872,1227992,4,"3,18E-05","0,006025027035"
59724,irrepressible,JJ,4,"2,1,1",<im<{<re<(press)}>able>,"54,94672755",658,610746,2,"4,26E-05","0,00401668469","73,89558233",499,2175658,2,"1,38E-05","0,004634636181","65,27777778",73,340039,"55,2238806",872,1227992,4,"3,18E-05","0,006025027035"
59726,irresistible,JJ,4,"2,1,1",<im<{<re<(sist)}>able>,"18,72146119",658,610746,2,"4,26E-05","0,00401668469","38,35341365",499,2175658,2,"1,38E-05","0,004634636181","51,51515152",34,143621,"19,17336395",872,1227992,4,"3,18E-05","0,006025027035"
59730,irresolvable,JJ,4,"2,1,1",<im<{<re<(solve)}>able>,"72,90715373",658,610746,2,"4,26E-05","0,00401668469","88,35341365",499,2175658,2,"1,38E-05","0,004634636181","92,85714286",15,67167,"73,47876005",872,1227992,4,"3,18E-05","0,006025027035"
59739,irreversible,JJ,4,"2,1,1",<im<{<re<(verse)}>able>,"13,24200913",658,610746,2,"4,26E-05","0,00401668469","32,12851406",499,2175658,2,"1,38E-05","0,004634636181","39,28571429",29,375470,"13,43283582",872,1227992,4,"3,18E-05","0,006025027035"
60092,interdependence,NN,4,"2,1,1",<inter<{<de<(pend)}>ance>,"63,71681416",114,343106,5,"8,74E-06","0,0004634636181","52,55474453",275,559431,2,"4,65E-05","0,00401668469","72,72727273",34,169032,"58,07453416",323,977837,4,"7,16E-06","0,001081415109"
60103,interdependent,JJ,4,"2,1,1",<inter<{<de<(pend)}>ant>,"52,21238938",114,343106,5,"8,74E-06","0,0004634636181","45,25547445",275,559431,2,"4,65E-05","0,00401668469","69,6969697",34,169032,"54,42764579",464,1534593,3,"7,82E-06","0,001853854472"
60740,insubordinate,JJ,4,"2,1,1",<im<{<sub<(ordin)>ate>},"56,92541857",658,610746,2,"4,26E-05","0,00401668469","68,57142857",106,323358,3,"1,86E-05","0,0009269272362","76,19047619",22,45460,"73,93162393",937,2569118,3,"2,65E-05","0,01050517534"
60767,insurmountable,JJ,4,"2,1,1",<im<{<sur<(mount)}>able>,"30,59360731",658,610746,2,"4,26E-05","0,00401668469","57,14285714",22,80598,3,0,0,"45,45454545",12,116277,"29,39150402",872,1227992,4,"3,18E-05","0,006025027035"
60832,inconsistent,JJ,4,"2,1,1",<im<{<co<(sist)>ant>},"5,479452055",658,610746,2,"4,26E-05","0,00401668469","20,86720867",370,1256048,2,"1,51E-05","0,002935269581","33,33333333",34,143621,"14,25485961",464,1534593,3,"7,82E-06","0,001853854472"
60836,incontestable,JJ,4,"2,1,1",<im<{<co<(test)}>able>,"67,57990868",658,610746,2,"4,26E-05","0,00401668469","82,11382114",370,1256048,2,"1,51E-05","0,002935269581","70,58823529",18,243523,"67,73823192",872,1227992,4,"3,18E-05","0,006025027035"
60852,incorruptible,JJ,4,"2,1,1",<im<{<co<(rupt)}>able>,"57,38203957",658,610746,2,"4,26E-05","0,00401668469","73,98373984",370,1256048,2,"1,51E-05","0,002935269581","58,33333333",25,61032,"57,52009185",872,1227992,4,"3,18E-05","0,006025027035"
60891,indecipherable,JJ,4,"2,1,1",<im<{<de<(cipher)}>able>,"47,79299848",658,610746,2,"4,26E-05","0,00401668469","55,47445255",275,559431,2,"4,65E-05","0,00401668469","66,66666667",4,3610,"47,41676234",872,1227992,4,"3,18E-05","0,006025027035"
60909,independence,NN,4,"2,1,1",<im<{<de<(pend)}>ance>,"1,674277017",658,610746,2,"4,26E-05","0,00401668469","4,744525547",275,559431,2,"4,65E-05","0,00401668469","9,090909091",34,169032,"6,832298137",323,977837,4,"7,16E-06","0,001081415109"
60910,independent,JJ|NN,4,"2,1,1",<im<{<de<(pend)}>ant>,"0,1522070015",658,610746,2,"4,26E-05","0,00401668469","1,459854015",275,559431,2,"4,65E-05","0,00401668469","3,03030303",34,169032,"1,727861771",464,1534593,3,"7,82E-06","0,001853854472"
60912,independents,NN,4,"2,1,1",<im<{<de<(pend)}>ant>,"0,1522070015",658,610746,2,"4,26E-05","0,00401668469","1,459854015",275,559431,2,"4,65E-05","0,00401668469","3,03030303",34,169032,"1,727861771",464,1534593,3,"7,82E-06","0,001853854472"
60913,indescribable,JJ,4,"2,1,1",<im<{<de<(script)}>able>,"34,55098935",658,610746,2,"4,26E-05","0,00401668469","41,97080292",275,559431,2,"4,65E-05","0,00401668469","51,2195122",42,343830,"34,32835821",872,1227992,4,"3,18E-05","0,006025027035"
60914,indestructible,JJ,4,"2,1,1",<im<{<de<(struct)}>able>,"11,11111111",658,610746,2,"4,26E-05","0,00401668469","14,96350365",275,559431,2,"4,65E-05","0,00401668469","45,71428571",36,214564,"10,67738232",872,1227992,4,"3,18E-05","0,006025027035"
60964,indiscriminate,JJ,4,"2,1,1",<im<{<dis<(crimin)>ate>},"24,04870624",658,610746,2,"4,26E-05","0,00401668469","33,89830508",296,452605,3,"6,63E-05","0,004634636181","35,29411765",18,93592,"43,26923077",937,2569118,3,"2,65E-05","0,01050517534"
60970,indiscriminating,JJ,4,"2,1,1",<im<{<dis<(crimin)>ate>},"24,04870624",658,610746,2,"4,26E-05","0,00401668469","33,89830508",296,452605,3,"6,63E-05","0,004634636181","35,29411765",18,93592,"43,26923077",937,2569118,3,"2,65E-05","0,01050517534"
60971,indisposition,NN,4,"2,1,1",<im<{<dis<(posit)>ion>},"71,38508371",658,610746,2,"4,26E-05","0,00401668469","73,89830508",296,452605,3,"6,63E-05","0,004634636181","93,75",17,238299,"87,359199",1599,6530204,3,"9,03E-06","0,009114784489"
61043,ineffective,JJ,4,"2,1,1",<im<{<e<(fect)}>ive>,"9,589041096",658,610746,2,"4,26E-05","0,00401668469","18,94736842",96,397964,1,"1,76E-05","0,001081415109","22,4137931",59,315367,"17,61658031",580,1037354,3,"1,74E-05","0,002780781709"
61049,ineffectual,JJ,4,"2,1,1",<im<{<e<(fect)}>al>,"27,39726027",658,610746,2,"4,26E-05","0,00401668469","45,26315789",96,397964,1,"1,76E-05","0,001081415109","39,65517241",59,315367,"44,1958042",1431,4704731,2,"9,14E-06","0,006642978526"
61063,ineradicable,JJ,4,"2,1,1",<im<{<e<(radic)>able>},"70,1674277",658,610746,2,"4,26E-05","0,00401668469","78,94736842",96,397964,1,"1,76E-05","0,001081415109","87,5",9,13255,"70,03444317",872,1227992,4,"3,18E-05","0,006025027035"
61081,inexpressible,JJ,4,"2,1,1",<im<{<ex<(press)}>able>,"54,94672755",658,610746,2,"4,26E-05","0,00401668469","63,12056738",142,581016,2,"1,89E-05","0,0016993666","65,27777778",73,340039,"55,2238806",872,1227992,4,"3,18E-05","0,006025027035"
61274,imperceptible,JJ,4,"2,1,1",<im<{<per<(cept)}>able>,"47,33637747",658,610746,2,"4,26E-05","0,00401668469","54,71698113",54,126209,3,"2,38E-05","0,0004634636181","72,34042553",48,216413,"46,95752009",872,1227992,4,"3,18E-05","0,006025027035"
61278,imperfection,NN,4,"2,1,1",<im<{<per<(fect)}>ion>,"19,17808219",658,610746,2,"4,26E-05","0,00401668469","32,0754717",54,126209,3,"2,38E-05","0,0004634636181","34,48275862",59,315367,"41,36420526",1599,6530204,3,"9,03E-06","0,009114784489"
61279,imperfections,NN,4,"2,1,1",<im<{<per<(fect)}>ion>,"19,17808219",658,610746,2,"4,26E-05","0,00401668469","32,0754717",54,126209,3,"2,38E-05","0,0004634636181","34,48275862",59,315367,"41,36420526",1599,6530204,3,"9,03E-06","0,009114784489"
61447,inappropriate,JJ,4,"2,1,1",<im<{<a<(propri)>ate>},"0,6088280061",658,610746,2,"4,26E-05","0,00401668469","3,246753247",309,1336429,1,"1,72E-05","0,003553221072",10,11,84186,"2,243589744",937,2569118,3,"2,65E-05","0,01050517534"
61534,incoherence,NN,4,"2,1,1",<im<{<co<(_here)}>ance>,"38,96499239",658,610746,2,"4,26E-05","0,00401668469","59,07859079",370,1256048,2,"1,51E-05","0,002935269581","86,66666667",16,21083,"52,17391304",323,977837,4,"7,16E-06","0,001081415109"
61535,incoherent,JJ,4,"2,1,1",<im<{<co<(_here)}>ant>,"15,37290715",658,610746,2,"4,26E-05","0,00401668469","37,9403794",370,1256048,2,"1,51E-05","0,002935269581",40,16,21083,"30,66954644",464,1534593,3,"7,82E-06","0,001853854472"
61541,incommensurate,JJ,4,"2,1,1",<im<{<co<(mensur)>ate>},"66,51445967",658,610746,2,"4,26E-05","0,00401668469","81,30081301",370,1256048,2,"1,51E-05","0,002935269581",40,6,2016,"80,12820513",937,2569118,3,"2,65E-05","0,01050517534"
61555,incompressible,JJ,4,"2,1,1",<im<{<co<(press)}>able>,"52,05479452",658,610746,2,"4,26E-05","0,00401668469","69,10569106",370,1256048,2,"1,51E-05","0,002935269581","62,5",73,340039,"51,66475316",872,1227992,4,"3,18E-05","0,006025027035"
61556,incomprehensible,JJ,4,"2,1,1",<im<{<co<(prehend)}>able>,"14,61187215",658,610746,2,"4,26E-05","0,00401668469","36,58536585",370,1256048,2,"1,51E-05","0,002935269581","14,28571429",22,23628,"15,38461538",872,1227992,4,"3,18E-05","0,006025027035"
61557,incomprehension,NN,4,"2,1,1",<im<{<co<(prehend)}>ion>,"52,05479452",658,610746,2,"4,26E-05","0,00401668469","69,10569106",370,1256048,2,"1,51E-05","0,002935269581","52,38095238",22,23628,"72,27784731",1599,6530204,3,"9,03E-06","0,009114784489"
61558,inconceivable,JJ,4,"2,1,1",<im<{<co<(ceive)}>able>,"18,87366819",658,610746,2,"4,26E-05","0,00401668469","42,27642276",370,1256048,2,"1,51E-05","0,002935269581","42,10526316",20,181726,"19,74741676",872,1227992,4,"3,18E-05","0,006025027035"
61559,inconclusive,JJ,4,"2,1,1",<im<{<co<(clude)}>ive>,"22,22222222",658,610746,2,"4,26E-05","0,00401668469","44,71544715",370,1256048,2,"1,51E-05","0,002935269581","66,66666667",19,506137,"32,2970639",580,1037354,3,"1,74E-05","0,002780781709"
68611,disproportionate,JJ,4,"2,1,1",<dis<{<pro<(portion)}>ate>,"29,15254237",296,452605,3,"6,63E-05","0,004634636181","43,22033898",119,1206582,3,"2,49E-06","0,0004634636181","21,42857143",15,33674,"38,14102564",937,2569118,3,"2,65E-05","0,01050517534"
69022,disaffection,NN,4,"2,1,1",<dis<{<a<(fect)}>ion>,"61,01694915",296,452605,3,"6,63E-05","0,004634636181","70,45454545",309,1336429,1,"1,72E-05","0,003553221072","68,96551724",59,315367,"72,59073842",1599,6530204,3,"9,03E-06","0,009114784489"
69045,disavowal,JJ,4,"2,1,1",<dis<<a<{(vow)}>al>,"67,79661017",296,452605,3,"6,63E-05","0,004634636181","77,92207792",309,1336429,1,"1,72E-05","0,003553221072",80,6,3839,"76,78321678",1431,4704731,2,"9,14E-06","0,006642978526"
69046,disapprobation,NN,4,"2,1,1",<dis<{<a<(prob)>ion>},"77,96610169",296,452605,3,"6,63E-05","0,004634636181","87,01298701",309,1336429,1,"1,72E-05","0,003553221072","86,66666667",16,230747,"89,79974969",1599,6530204,3,"9,03E-06","0,009114784489"
69061,disassembly,NN,4,"2,1,1",<dis<{<a<(semble)}>y>,"38,6440678",296,452605,3,"6,63E-05","0,004634636181","44,80519481",309,1336429,1,"1,72E-05","0,003553221072","63,63636364",12,35948,"20,76458753",2486,3870233,1,"4,99E-05","0,02981615943"
69062,disassociate,VB,4,"2,1,1",<dis<{<a<(socio)>ate>},"41,3559322",296,452605,3,"6,63E-05","0,004634636181","46,75324675",309,1336429,1,"1,72E-05","0,003553221072",68,26,263518,"50,21367521",937,2569118,3,"2,65E-05","0,01050517534"
69115,discomposure,NN,4,"2,1,1",<dis<{<co<(pose)}>ure>,"91,18644068",296,452605,3,"6,63E-05","0,004634636181","95,93495935",370,1256048,2,"1,51E-05","0,002935269581","96,2962963",55,328330,"97,93814433",98,541479,3,"3,69E-06","0,0003089757454"
69190,disembarkation,NN,4,"2,1,1",<dis<{<en<(bark)}>ion>,"76,27118644",296,452605,3,"6,63E-05","0,004634636181","85,03401361",148,331620,2,"2,11E-05","0,001081415109","87,5",9,8577,"88,61076345",1599,6530204,3,"9,03E-06","0,009114784489"
69198,disenfranchisement,NN,4,"2,1,1",<dis<<en<{(franchise)}>ment>,"60,33898305",296,452605,3,"6,63E-05","0,004634636181","68,02721088",148,331620,2,"2,11E-05","0,001081415109","28,57142857",8,3518,"68,64111498",288,1423689,4,"1,26E-05","0,002780781709"
69202,disentanglement,NN,4,"2,1,1",<dis<<en<{(tangle)}>ment>,"81,69491525",296,452605,3,"6,63E-05","0,004634636181","87,75510204",148,331620,2,"2,11E-05","0,001081415109",100,6,4211,"91,63763066",288,1423689,4,"1,26E-05","0,002780781709"
69250,disinclination,NN,4,"2,1,1",<dis<{<in<(cline)}>ion>,"67,79661017",296,452605,3,"6,63E-05","0,004634636181","82,35294118",358,2402388,2,"6,66E-06","0,002471805963",100,7,20138,"81,53942428",1599,6530204,3,"9,03E-06","0,009114784489"
69251,disinfection,NN,4,"2,1,1",<dis<{<in<(fect)}>ion>,"47,45762712",296,452605,3,"6,63E-05","0,004634636181","67,22689076",358,2402388,2,"6,66E-06","0,002471805963","51,72413793",59,315367,"59,63704631",1599,6530204,3,"9,03E-06","0,009114784489"
69291,desegregate,VB,4,"2,1,1",<de<{<se<(greg)>ate>},"70,4379562",275,559431,2,"4,65E-05","0,00401668469","85,71428571",15,6736,2,0,0,"68,75",17,31035,"77,13675214",937,2569118,3,"2,65E-05","0,01050517534"
69292,desegregated,JJ|VB,4,"2,1,1",<de<{<se<(greg)>ate>},"70,4379562",275,559431,2,"4,65E-05","0,00401668469","85,71428571",15,6736,2,0,0,"68,75",17,31035,"77,13675214",937,2569118,3,"2,65E-05","0,01050517534"
