ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*
14166,perkier,JJ,3,"0,1,2",{(perk)}>y>>er>,50,7,1613,"57,90744467",2486,3870233,1,"4,99E-05","0,02981615943","69,81962165",2274,4569119,2,"3,55E-05","0,02502703538"
14167,perkiest,JJ,3,"0,1,2",{(perk)}>y>>est>,"83,33333333",7,1613,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","59,46704067",714,287086,3,"0,0002612457591","0,01158659045"
14168,perkily,RB,3,"0,1,2",{(perk)}>y>>ly>,"33,33333333",7,1613,"55,01006036",2486,3870233,1,"4,99E-05","0,02981615943","60,09665171",2898,3857999,2,"4,48E-05","0,02672640198"
14169,perkiness,NN,3,"0,1,2",{(perk)}>y>>ness>,"66,66666667",7,1613,"59,31589537",2486,3870233,1,"4,99E-05","0,02981615943","51,36876006",1243,181553,4,"0,0005838515475","0,01637571451"
14176,permanencies,NN,3,"0,1,2",{(perman)>ance>}>y>,60,6,35699,"62,42236025",323,977837,4,"7,16E-06","0,001081415109","34,04426559",2486,3870233,1,"4,99E-05","0,02981615943"
14177,permanency,NN,3,"0,1,2",{(perman)>ance>}>y>,60,6,35699,"62,42236025",323,977837,4,"7,16E-06","0,001081415109","34,04426559",2486,3870233,1,"4,99E-05","0,02981615943"
14186,permissibly,RB,3,"0,1,2",{(permit)}>able>>y>,100,8,48680,"86,68197474",872,1227992,4,"3,18E-05","0,006025027035","69,49698189",2486,3870233,1,"4,99E-05","0,02981615943"
14187,permissively,RB,3,"0,1,2",{(permit)}>ive>>ly>,"85,71428571",8,48680,"83,59240069",580,1037354,3,"1,74E-05","0,002780781709","62,37487056",2898,3857999,2,"4,48E-05","0,02672640198"
14188,permissiveness,NN,3,"0,1,2",{(permit)}>ive>>ness>,"71,42857143",8,48680,"76,8566494",580,1037354,3,"1,74E-05","0,002780781709","36,87600644",1243,181553,4,"0,0005838515475","0,01637571451"
14233,personalizes,VB,3,"0,1,2",{(person)}>al>>ize>,"26,08695652",24,385320,"19,23076923",1431,4704731,2,"9,14E-06","0,006642978526","8,391608392",430,443161,3,"0,0001489300728","0,0101961996"
14234,personalizing,VB|NN|JJ,3,"0,1,2",{(person)}>al>>ize>,"26,08695652",24,385320,"19,23076923",1431,4704731,2,"9,14E-06","0,006642978526","8,391608392",430,443161,3,"0,0001489300728","0,0101961996"
14244,personifications,NN,3,"0,1,2",{(person)}>ify>>ion>,"73,91304348",24,385320,"53,94736842",153,351545,3,"3,98E-05","0,002162830218","59,8873592",1599,6530204,3,"9,03E-06","0,009114784489"
14247,perspicaciously,RB,3,"0,1,2",{(perspic)>ious>}>ly>,75,5,123,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
14251,perspicuously,RB,3,"0,1,2",{(perspic)>ious>}>ly>,75,5,123,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
14252,perspicuousness,NN,3,"0,1,2",{(perspic)>ious>}>ness>,75,5,123,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
14256,pertinently,RB,3,"0,1,2",{(pertain)>ant>}>ly>,"55,55555556",10,9912,"88,98488121",464,1534593,3,"7,82E-06","0,001853854472","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
14257,persuasiveness,NN,3,"0,1,2",{(persuade)}>ive>>ness>,"83,33333333",7,7463,"65,97582038",580,1037354,3,"1,74E-05","0,002780781709","23,0273752",1243,181553,4,"0,0005838515475","0,01637571451"
14259,pertinaciously,RB,3,"0,1,2",{(pertain)>ious>}>ly>,100,10,9912,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
14273,pervasiveness,NN,3,"0,1,2",{(pervade)}>ive>>ness>,50,5,1511,"62,52158895",580,1037354,3,"1,74E-05","0,002780781709","20,45088567",1243,181553,4,"0,0005838515475","0,01637571451"
14395,parsimoniously,RB,3,"0,1,2",{(parsimony)}>ious>>ly>,"66,66666667",4,223,"62,5",617,450833,4,"7,10E-05","0,004943611926","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
14396,parsimoniousness,NN,3,"0,1,2",{(parsimony)}>ious>>ness>,100,4,223,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
14408,partialities,NN,3,"0,1,2",{(part)}>al>>ity>,"71,42857143",22,411489,"64,68531469",1431,4704731,2,"9,14E-06","0,006642978526","61,13989637",580,1647588,3,"1,76E-05","0,004480148308"
14411,particularities,NN,3,"0,1,2",{(particle)>ar>}>ity>,50,9,127758,"59,375",129,533962,2,"7,49E-06","0,0006179514908","58,72193437",580,1647588,3,"1,76E-05","0,004480148308"
14414,particularize,VB,3,"0,1,2",{(particle)>ar>}>ize>,"62,5",9,127758,"67,1875",129,533962,2,"7,49E-06","0,0006179514908","64,33566434",430,443161,3,"0,0001489300728","0,0101961996"
14415,particularized,VB|JJ,3,"0,1,2",{(particle)>ar>}>ize>,"62,5",9,127758,"67,1875",129,533962,2,"7,49E-06","0,0006179514908","64,33566434",430,443161,3,"0,0001489300728","0,0101961996"
14416,particularizes,VB,3,"0,1,2",{(particle)>ar>}>ize>,"62,5",9,127758,"67,1875",129,533962,2,"7,49E-06","0,0006179514908","64,33566434",430,443161,3,"0,0001489300728","0,0101961996"
14417,particularizing,VB|NN|JJ,3,"0,1,2",{(particle)>ar>}>ize>,"62,5",9,127758,"67,1875",129,533962,2,"7,49E-06","0,0006179514908","64,33566434",430,443161,3,"0,0001489300728","0,0101961996"
14444,passably,RB,3,"0,1,2",{(pass)}>able>>y>,"92,85714286",15,151918,"60,50516648",872,1227992,4,"3,18E-05","0,006025027035","42,21327968",2486,3870233,1,"4,99E-05","0,02981615943"
14453,passionlessly,RB,3,"0,1,2",{(passion)}>less>>ly>,"87,5",9,10924,"90,73569482",368,158354,4,"0,0001199843389","0,002935269581","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
14454,passionateness,NN,3,"0,1,2",{(passion)}>ate>>ness>,"87,5",9,10924,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
14474,pastier,JJ,3,"0,1,2",{(paste)}>y>>er>,"66,66666667",7,9600,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
14476,pastiest,JJ,3,"0,1,2",{(paste)}>y>>est>,"66,66666667",7,9600,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","59,46704067",714,287086,3,"0,0002612457591","0,01158659045"
14490,patchier,JJ,3,"0,1,2",{(patch)}>y>>er>,"77,77777778",10,44366,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
14491,patchiest,JJ,3,"0,1,2",{(patch)}>y>>est>,"77,77777778",10,44366,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
14492,patchily,RB,3,"0,1,2",{(patch)}>y>>ly>,"66,66666667",10,44366,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
14493,patchiness,NN,3,"0,1,2",{(patch)}>y>>ness>,"55,55555556",10,44366,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943","67,79388084",1243,181553,4,"0,0005838515475","0,01637571451"
14502,paternalist,NN|JJ,3,"0,1,2",{(pater)>al>}>ist>,"80,76923077",27,10676,"78,11188811",1431,4704731,2,"9,14E-06","0,006642978526","76,35574837",462,382916,3,"6,27E-05","0,003707708945"
14504,paternalists,NN,3,"0,1,2",{(pater)>al>}>ist>,"80,76923077",27,10676,"78,11188811",1431,4704731,2,"9,14E-06","0,006642978526","76,35574837",462,382916,3,"6,27E-05","0,003707708945"
14540,patronizingly,RB,3,"0,1,2",{(patron)}>ize>>ly>,80,6,4763,"79,25407925",430,443161,3,"0,0001489300728","0,0101961996","61,13220573",2898,3857999,2,"4,48E-05","0,02672640198"
14560,paunchier,JJ,3,"0,1,2",{(paunch)}>y>>er>,100,3,83,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
14564,pauperization,NN,3,"0,1,2",{(pauper)}>ize>>ion>,"33,33333333",4,193,"79,25407925",430,443161,3,"0,0001489300728","0,0101961996","88,61076345",1599,6530204,3,"9,03E-06","0,009114784489"
14620,peaceably,RB,3,"0,1,2",{(peace)}>able>>y>,"33,33333333",10,49197,"24,91389208",872,1227992,4,"3,18E-05","0,006025027035","18,91348089",2486,3870233,1,"4,99E-05","0,02981615943"
14621,peacefulness,NN,3,"0,1,2",{(peace)}>ful>>ness>,"88,88888889",10,49197,"47,36842105",343,429561,3,"5,82E-05","0,003862196818","19,56521739",1243,181553,4,"0,0005838515475","0,01637571451"
14629,peakier,JJ,3,"0,1,2",{(peak)}>y>>er>,100,3,12022,"61,85110664",2486,3870233,1,"4,99E-05","0,02981615943","73,11922569",2274,4569119,2,"3,55E-05","0,02502703538"
14637,pearlier,JJ,3,"0,1,2",{(pearl)}>y>>er>,50,5,12031,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
14639,pearliest,JJ,3,"0,1,2",{(pearl)}>y>>est>,50,5,12031,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
14640,pearliness,NN,3,"0,1,2",{(pearl)}>y>>ness>,50,5,12031,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
14646,peatier,JJ,3,"0,1,2",{(peat)}>y>>er>,"66,66666667",4,663,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
14647,peatiest,JJ,3,"0,1,2",{(peat)}>y>>est>,"66,66666667",4,663,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
14650,pebblier,JJ,3,"0,1,2",{(pebble)}>y>>er>,75,5,1285,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
14651,pebbliest,JJ,3,"0,1,2",{(pebble)}>y>>est>,75,5,1285,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
14673,pedagogically,RB,3,"0,1,2",{(pedagogue)>ic>}>ly>,100,5,635,"73,54392892",1014,1472797,2,"2,78E-05","0,006334002781","54,02140145",2898,3857999,2,"4,48E-05","0,02672640198"
14678,pedantically,RB,3,"0,1,2",{(pedant)}>ic>>ly>,100,4,1325,"57,84797631",1014,1472797,2,"2,78E-05","0,006334002781","38,07386952",2898,3857999,2,"4,48E-05","0,02672640198"
14726,peevishly,RB,3,"0,1,2",{(peeve)}>ish>>ly>,"66,66666667",4,1643,"50,59760956",252,161977,3,"0,0001111268884","0,002780781709","61,13220573",2898,3857999,2,"4,48E-05","0,02672640198"
14727,peevishness,NN,3,"0,1,2",{(peeve)}>ish>>ness>,100,4,1643,"54,58167331",252,161977,3,"0,0001111268884","0,002780781709","49,35587762",1243,181553,4,"0,0005838515475","0,01637571451"
14751,ovulated,VB|JJ,3,"0,1,2",{(ov)>ule>}>ate>,"42,85714286",8,6174,25,17,9816,3,0,0,"51,70940171",937,2569118,3,"2,65E-05","0,01050517534"
14752,ovulates,VB,3,"0,1,2",{(ov)>ule>}>ate>,"42,85714286",8,6174,25,17,9816,3,0,0,"51,70940171",937,2569118,3,"2,65E-05","0,01050517534"
14753,ovulating,VB|NN|JJ,3,"0,1,2",{(ov)>ule>}>ate>,"42,85714286",8,6174,25,17,9816,3,0,0,"51,70940171",937,2569118,3,"2,65E-05","0,01050517534"
14767,oxidizations,NN,3,"0,1,2",{(oxide)}>ize>>ion>,100,8,5123,"74,82517483",430,443161,3,"0,0001489300728","0,0101961996","85,1689612",1599,6530204,3,"9,03E-06","0,009114784489"
14808,pacifically,RB,3,"0,1,2",{(pacif)>ic>}>ly>,100,8,21830,"84,89634748",1014,1472797,2,"2,78E-05","0,006334002781","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
14810,pacification,NN,3,"0,1,2",{(pacif)>y>}>ion>,"71,42857143",8,21830,"31,26760563",2486,3870233,1,"4,99E-05","0,02981615943","65,76971214",1599,6530204,3,"9,03E-06","0,009114784489"
14811,pacifiers,NN,3,"0,1,2",{(pacif)>y>}>er>,"14,28571429",8,21830,"16,7806841",2486,3870233,1,"4,99E-05","0,02981615943","25,25296964",2274,4569119,2,"3,55E-05","0,02502703538"
14832,paediatrician,NN,3,"0,1,2",{(pedo)>iatric>}>ian>,75,5,243,100,2,57,6,0,0,"79,76878613",174,394113,3,"2,79E-05","0,0016993666"
14833,paediatricians,NN,3,"0,1,2",{(pedo)>iatric>}>ian>,75,5,243,100,2,57,6,0,0,"79,76878613",174,394113,3,"2,79E-05","0,0016993666"
14834,paediatrics,NN,3,"0,1,2",{(pedo)>ater>>ics>},100,5,243,"87,5",9,6457,4,0,0,"87,87878788",34,144919,3,"6,90E-06","0,0001544878727"
14849,painfulness,NN,3,"0,1,2",{(pain)}>ful>>ness>,100,9,50428,"83,33333333",343,429561,3,"5,82E-05","0,003862196818","62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
14862,palatably,RB,3,"0,1,2",{(palat)}>able>>y>,100,6,1020,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035","81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
14864,palatalize,VB,3,"0,1,2",{(palat)}>al>>ize>,80,6,1020,"87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","82,98368298",430,443161,3,"0,0001489300728","0,0101961996"
14865,palatalized,VB|JJ,3,"0,1,2",{(palat)}>al>>ize>,80,6,1020,"87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","82,98368298",430,443161,3,"0,0001489300728","0,0101961996"
14866,palatalizes,VB,3,"0,1,2",{(palat)}>al>>ize>,80,6,1020,"87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","82,98368298",430,443161,3,"0,0001489300728","0,0101961996"
14867,palatalizing,VB|NN|JJ,3,"0,1,2",{(palat)}>al>>ize>,80,6,1020,"87,13286713",1431,4704731,2,"9,14E-06","0,006642978526","82,98368298",430,443161,3,"0,0001489300728","0,0101961996"
14870,palatially,RB,3,"0,1,2",{(palace)}>al>>ly>,100,3,4637,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
14924,pallier,JJ,3,"0,1,2",{(pall)}>y>>er>,100,4,236,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
14932,palmier,JJ,3,"0,1,2",{(palm)}>y>>er>,100,4,7841,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
14949,palpitations,NN,3,"0,1,2",{(palpit)>ate>}>ion>,0,2,142,"68,6965812",937,2569118,3,"2,65E-05","0,01050517534","69,96245307",1599,6530204,3,"9,03E-06","0,009114784489"
15075,paradigmatically,RB,3,"0,1,2",{(paradigm)}>ic>>ly>,100,3,5524,"79,86179664",1014,1472797,2,"2,78E-05","0,006334002781","64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
15106,parasitical,JJ,3,"0,1,2",{(parasite)}>ic>>al>,"66,66666667",4,6262,"44,4225074",1014,1472797,2,"2,78E-05","0,006334002781","52,44755245",1431,4704731,2,"9,14E-06","0,006642978526"
15107,parasitically,RB,3,"0,1,2",{(parasite)}>ic>>ly>,100,4,6262,"77,1964462",1014,1472797,2,"2,78E-05","0,006334002781","57,92198826",2898,3857999,2,"4,48E-05","0,02672640198"
15122,pardonably,RB,3,"0,1,2",{(pardon)}>able>>y>,100,4,5389,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035","81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
15131,parentally,RB,3,"0,1,2",{(parent)}>al>>ly>,100,7,66986,"85,24475524",1431,4704731,2,"9,14E-06","0,006642978526","64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
15144,ostentatiously,RB,3,"0,1,2",{(ostent)>ious>}>ly>,50,3,133,"48,21428571",617,450833,4,"7,10E-05","0,004943611926","45,3917846",2898,3857999,2,"4,48E-05","0,02672640198"
15340,ovarian,JJ,3,"0,1,2",{(ov)>ory>}>ian>,"57,14285714",8,6174,"44,50704225",356,725186,3,"2,62E-05","0,002935269581","45,66473988",174,394113,3,"2,79E-05","0,0016993666"
15526,obstructionists,NN,3,"0,1,2",{(obstruct)}>ion>>ist>,50,7,2402,"75,65707134",1599,6530204,3,"9,03E-06","0,009114784489","65,94360087",462,382916,3,"6,27E-05","0,003707708945"
15529,obstructionism,NN,3,"0,1,2",{(obstruct)}>ion>>ism>,"66,66666667",7,2402,"78,66082603",1599,6530204,3,"9,03E-06","0,009114784489","68,88888889",271,218200,3,"5,50E-05","0,001853854472"
15530,obstructively,RB,3,"0,1,2",{(obstruct)}>ive>>ly>,"83,33333333",7,2402,"94,99136442",580,1037354,3,"1,74E-05","0,002780781709","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
15531,obstructiveness,NN,3,"0,1,2",{(obstruct)}>ive>>ness>,"83,33333333",7,2402,"94,99136442",580,1037354,3,"1,74E-05","0,002780781709","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
15605,offensiveness,NN,3,"0,1,2",{(offense)}>ive>>ness>,"57,14285714",8,21131,"54,05872193",580,1037354,3,"1,74E-05","0,002780781709","14,17069243",1243,181553,4,"0,0005838515475","0,01637571451"
15610,officialdom,NN,3,"0,1,2",{(office)>al>}>dom>,"87,5",9,209542,"69,3006993",1431,4704731,2,"9,14E-06","0,006642978526","52,94117647",18,78872,3,"2,54E-05","0,0003089757454"
15631,ogreishly,RB,3,"0,1,2",{(ogr)}>ish>>ly>,"66,66666667",4,7197,"81,2749004",252,161977,3,"0,0001111268884","0,002780781709","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
15642,oilier,JJ,3,"0,1,2",{(oil)}>y>>er>,"71,42857143",15,39902,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
15643,oiliest,JJ,3,"0,1,2",{(oil)}>y>>est>,"92,85714286",15,39902,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","59,46704067",714,287086,3,"0,0002612457591","0,01158659045"
15644,oiliness,NN,3,"0,1,2",{(oil)}>y>>ness>,"71,42857143",15,39902,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
15727,oozier,JJ,3,"0,1,2",{(ooze)}>y>>er>,"66,66666667",4,3543,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
15728,ooziest,JJ,3,"0,1,2",{(ooze)}>y>>est>,"66,66666667",4,3543,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
15745,operatives,NN,3,"0,1,2",{(oper)>ate>}>ive>,"53,84615385",14,176067,"21,47435897",937,2569118,3,"2,65E-05","0,01050517534","15,88946459",580,1037354,3,"1,74E-05","0,002780781709"
15818,ordinariness,NN,3,"0,1,2",{(ordin)>ory>}>ness>,"80,95238095",22,45460,"75,77464789",356,725186,3,"2,62E-05","0,002935269581","36,87600644",1243,181553,4,"0,0005838515475","0,01637571451"
15821,ordination,NN,3,"0,1,2",{(ordin)>ate>}>ion>,"47,61904762",22,45460,"45,19230769",937,2569118,3,"2,65E-05","0,01050517534","48,06007509",1599,6530204,3,"9,03E-06","0,009114784489"
15822,ordinations,NN,3,"0,1,2",{(ordin)>ate>}>ion>,"47,61904762",22,45460,"45,19230769",937,2569118,3,"2,65E-05","0,01050517534","48,06007509",1599,6530204,3,"9,03E-06","0,009114784489"
15837,orientalists,NN,3,"0,1,2",{(orient)}>al>>ist>,80,11,27674,"72,02797203",1431,4704731,2,"9,14E-06","0,006642978526","68,54663774",462,382916,3,"6,27E-05","0,003707708945"
15844,originators,NN,3,"0,1,2",{(origin)}>ate>>or>,50,9,187787,"19,65811966",937,2569118,3,"2,65E-05","0,01050517534","26,04166667",289,937614,2,"9,60E-06","0,001390390854"
15861,ornamentally,RB,3,"0,1,2",{(ornament)}>al>>ly>,100,4,1802,"93,98601399",1431,4704731,2,"9,14E-06","0,006642978526","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
15909,oscillations,NN,3,"0,1,2",{(oscill)>ate>}>ion>,25,5,3311,"35,25641026",937,2569118,3,"2,65E-05","0,01050517534","37,922403",1599,6530204,3,"9,03E-06","0,009114784489"
15910,oscillators,NN,3,"0,1,2",{(oscill)>ate>}>or>,0,5,3311,"25,74786325",937,2569118,3,"2,65E-05","0,01050517534","30,20833333",289,937614,2,"9,60E-06","0,001390390854"
15962,noiselessly,RB,3,"0,1,2",{(noise)}>less>>ly>,75,9,26921,"54,49591281",368,158354,4,"0,0001199843389","0,002935269581","47,80807732",2898,3857999,2,"4,48E-05","0,02672640198"
15963,noiselessness,NN,3,"0,1,2",{(noise)}>less>>ness>,100,9,26921,"90,73569482",368,158354,4,"0,0001199843389","0,002935269581","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
15964,noisiest,JJ,3,"0,1,2",{(noise)}>y>>est>,50,9,26921,"36,45875252",2486,3870233,1,"4,99E-05","0,02981615943","19,91584853",714,287086,3,"0,0002612457591","0,01158659045"
15965,noisiness,NN,3,"0,1,2",{(noise)}>y>>ness>,"87,5",9,26921,"56,9416499",2486,3870233,1,"4,99E-05","0,02981615943","47,26247987",1243,181553,4,"0,0005838515475","0,01637571451"
15973,nomadically,RB,3,"0,1,2",{(nomad)}>ic>>ly>,100,3,3963,"94,37314906",1014,1472797,2,"2,78E-05","0,006334002781","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
15979,nominations,NN,3,"0,1,2",{(nomin)>ate>}>ion>,"2,777777778",37,34420,"12,39316239",937,2569118,3,"2,65E-05","0,01050517534","16,08260325",1599,6530204,3,"9,03E-06","0,009114784489"
15980,nominatives,NN,3,"0,1,2",{(nomin)>ate>}>ive>,50,37,34420,"58,76068376",937,2569118,3,"2,65E-05","0,01050517534","48,53195164",580,1037354,3,"1,74E-05","0,002780781709"
15990,nonchalantly,RB,3,"0,1,2",{(nonchal)>ant>}>ly>,0,3,317,"58,74730022",464,1534593,3,"7,82E-06","0,001853854472","29,68588195",2898,3857999,2,"4,48E-05","0,02672640198"
16032,normalizes,VB,3,"0,1,2",{(norm)>al>}>ize>,"46,15384615",14,124541,"28,74125874",1431,4704731,2,"9,14E-06","0,006642978526","15,38461538",430,443161,3,"0,0001489300728","0,0101961996"
16033,normalizing,VB|NN,3,"0,1,2",{(norm)>al>}>ize>,"46,15384615",14,124541,"28,74125874",1431,4704731,2,"9,14E-06","0,006642978526","15,38461538",430,443161,3,"0,0001489300728","0,0101961996"
16056,nosiness,NN,3,"0,1,2",{(nose)}>y>>ness>,"55,55555556",10,17019,"57,90744467",2486,3870233,1,"4,99E-05","0,02981615943","49,35587762",1243,181553,4,"0,0005838515475","0,01637571451"
16080,nosier,JJ,3,"0,1,2",{(nose)}>y>>er>,"66,66666667",10,17019,"59,31589537",2486,3870233,1,"4,99E-05","0,02981615943","70,91948966",2274,4569119,2,"3,55E-05","0,02502703538"
16081,nosiest,JJ,3,"0,1,2",{(nose)}>y>>est>,"77,77777778",10,17019,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943","51,61290323",714,287086,3,"0,0002612457591","0,01158659045"
16082,notabilities,NN,3,"0,1,2",{(note)}>able>>ity>,90,21,248066,"75,7749713",872,1227992,4,"3,18E-05","0,006025027035","82,03799655",580,1647588,3,"1,76E-05","0,004480148308"
16083,notability,NN,3,"0,1,2",{(note)}>able>>ity>,90,21,248066,"75,7749713",872,1227992,4,"3,18E-05","0,006025027035","82,03799655",580,1647588,3,"1,76E-05","0,004480148308"
16095,notifiable,JJ,3,"0,1,2",{(note)}>ify>>able>,95,21,248066,"93,42105263",153,351545,3,"3,98E-05","0,002162830218","84,27095293",872,1227992,4,"3,18E-05","0,006025027035"
16096,notifications,NN,3,"0,1,2",{(note)}>ify>>ion>,15,21,248066,"11,84210526",153,351545,3,"3,98E-05","0,002162830218","14,14267835",1599,6530204,3,"9,03E-06","0,009114784489"
16104,notoriousness,NN,3,"0,1,2",{(notor)>ious>}>ness>,0,1,1,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
16114,novelettish,JJ,3,"0,1,2",{(novel)}>ette>>ish>,"83,33333333",7,20073,"84,61538462",14,6920,4,"0,0001445086705","0,0001544878727","81,2749004",252,161977,3,"0,0001111268884","0,002780781709"
16148,NULLIFIERS,NN,3,"0,1,2",{(null)}>ify>>er>,100,7,16924,"86,18421053",153,351545,3,"3,98E-05","0,002162830218","69,81962165",2274,4569119,2,"3,55E-05","0,02502703538"
16149,nullification,NN,3,"0,1,2",{(null)}>ify>>ion>,"83,33333333",7,16924,"61,84210526",153,351545,3,"3,98E-05","0,002162830218","67,45932416",1599,6530204,3,"9,03E-06","0,009114784489"
16163,numerations,NN,3,"0,1,2",{(numer)>ate>}>ion>,"68,75",17,27136,"82,90598291",937,2569118,3,"2,65E-05","0,01050517534","85,1689612",1599,6530204,3,"9,03E-06","0,009114784489"
16164,numerators,NN,3,"0,1,2",{(numer)>ate>}>or>,50,17,27136,"61,21794872",937,2569118,3,"2,65E-05","0,01050517534","64,58333333",289,937614,2,"9,60E-06","0,001390390854"
16165,numerously,RB,3,"0,1,2",{(numer)>ious>}>ly>,"93,75",17,27136,"79,54545455",617,450833,4,"7,10E-05","0,004943611926","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
16166,numerousness,NN,3,"0,1,2",{(numer)>ious>}>ness>,"56,25",17,27136,"54,22077922",617,450833,4,"7,10E-05","0,004943611926","30,5958132",1243,181553,4,"0,0005838515475","0,01637571451"
16195,nutritiously,RB,3,"0,1,2",{(nutri)>tious>}>ly>,100,8,11501,100,2,491,5,"0,002036659878","0,0001544878727","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
16198,nuttier,JJ,3,"0,1,2",{(nut)}>y>>er>,70,21,27666,"41,6498994",2486,3870233,1,"4,99E-05","0,02981615943","54,72943247",2274,4569119,2,"3,55E-05","0,02502703538"
16199,nuttiest,JJ,3,"0,1,2",{(nut)}>y>>est>,80,21,27666,"48,04828974",2486,3870233,1,"4,99E-05","0,02981615943","29,31276297",714,287086,3,"0,0002612457591","0,01158659045"
